slang,formal
canci,cantik
aneed,banget
gimanaa,bagaimana
pentingg,penting
krudung,kerudung
oprasiya,operasinya
uwee,gue
itumahh,itumah
berbakiti,berbakti
alhamd,alhamdulillah
slmttt,selamat
ucapin,mengucapkan
tetp,tetap
semuanyaa,semuanya
abs,habis
melahirin,melahirkan
cakeep,cakep
gimn,bagaimana
aamien,amin
lngsing,langsing
smulla,semula
pdhall,padahal
blln,bulan
gataunya,enggak taunya
gtau,enggak tau
gaharus,enggak harus
athoh,atuh
baangg,abang
babangnya,abangnya
abaq,abaqus
abd,abdi
amhp,abdullah makhmud hendropriyono
abgbugil,abg bugil
abgmesum,abg mesum
abubakar,abu bakar
acaraâ bakal,acaranya bakal
adadikompas,ada di kompas
adatuh,ada itu
adaloh,ada lo
adala,adalah
adatgorontalo,adat gorontalo
adatnye,adatnya
addmath,add math
adekku,adikku
akk,administrasi kebijakan kesehatan
adren,adrenal
adeuhh,aduh
adh,aduh
adih,aduh
adohh,aduh
aiish,aduh
aish,aduh
agkya,agaknya
agamaâ,agamanya
agamax,agamanya
agnostic,agnostik
agunh,agung
ahy,agus harimurti yudhoyono
achh,ah
aghh,ah
agiah,ah
arhh,ah
ahlu,ah lu
ahsudalah,ah sudahlah
ahhâ,aha
aheruntukindonesia,aher untuk indonesia
ajusshi,ahjussi
ahlunnar,ahlun nar
ahlussunah,ahlusunah
ahlussunnah,ahlusunah
aheryawan,ahmad heryawan
ahoak,ahok
ahoq,ahok
ahokpastitumbang,ahok pasti tumbang
ahogers,ahoker
aisyah,aisya
ajakalah,ajaklah
akp,ajun komisaris polisi
akhinya,akhirnya
akhirx,akhirnya
ahlikul,akhlak
aqiqah,akikah
akhen,aksen
asesoris,aksesori
aksibelaislan,aksi bela islam
aksimaksa,aksi maksa
aktingny,aktingnya
aktifis,aktivis
aktivisi,aktivis
aktifitas,aktivitas
aktivitasjokowi,aktivitas jokowi
akutu,aku itu
akutuh,aku itu
akuseorangpendosa,aku seorang pendosa
akuseruji,aku seruji
akusisi,akuisisi
akaun,akun
akutansi,akuntansi
akurr,akur
acut,akut
albanna,al banna
alfathih,al fatih
alfaatihah,al fatihah
alfatihah,al fatihah
alhabib,al habib
aljufri,al jufri
alkafirun,al kafirun
almaidah,al maidah
almusawa,al musawa
alqaeda,al qaeda
alalala,ala ala
aelaah,alah
ahelah,alah
alaa,alah
alaâ,alah
alaah,alah
alaahh,alah
alambanten,alam banten
alamsekitar,alam sekitar
alamiyah,alamiah
apamnya,alamnya
alasanbikinaksi,alasan bikin aksi
alasannyaâ,alasannya
alesanya,alasannya
alqt,alat
alayy,alay
alaikm,alaykum
alemanâ,alemannya
aleksis,alexis
alfaadli,alfadli
alhmdulillah,alhamdulillah
alhamdulillahongkos,alhamdulillah ongkos
aliâ,alia
aliby,alibi
aileen,alien
aline,alinea
allaah,allah
allahyarham,allah ya rahman
alohmubarbar,allahmu barbar
allahakbar,allahu akbar
allahuakhbar,allahu akbar
allahummagfirli,allahummaghfirli
alumi,alumni
alywafa,aly wafa
amatin,amati
amateur,amatir
amstir,amatir
amek,ambek
ambivient,ambient
ambik,ambil
ambisitercapai,ambisi tercapai
ambis,ambisius
amblass,amblas
ambleg,amblek
ambulan,ambulans
amrik,amerika
aminin,aminkan
amiss,amis
amitamit,amit amit
amaroso,amoroso
ampyuunn,ampun
anakonda,anaconda
anakk,anak
aneuk,anak
anakku,anakku
anlisa,analisis
analisaku,analisisku
antabur,ancuran tai burung
andaa,anda
andaâ,anda
andalin,andalkan
andiblz,andi balas
andreopa,andre opa
anehdidunia,aneh di dunia
angeus,angelus
anggep,anggap
aggaran,anggaran
anggotany,anggotanya
angkot,angkutan kota
aniessndi,anies sandi
anismatta,anis matta
ajgg,anjing
ajig,anjing
anjeeng,anjing
anjenk,anjing
anjiing,anjing
anjingg,anjing
anjinxx,anjing
anjyng,anjing
anying,anjing
anzing,anjing
anjay,anjir
anjer,anjir
anjiirr,anjir
anjiritt,anjir
anjy,anjir
anjyr,anjir
anshor,ansar
antr,antar
antarabangsa,antara bangsa
ante,antek
antekny,anteknya
ateknya,anteknya
anty,anti
antihoax,anti hoaks
antikomunis,anti komunis
antisyiah,anti syiah
antiterorisme,anti terorisme
antitesa,antitesis
antoncharliyan,anton charliyan
antri,antre
antrian,antrean
anthropology,antropologi
aoa,apa
apakk,apa
apadong,apa dong
apakabss,apa kabar
apkabar,apa kabar
aplg,apa lagi
aplgie,apa lagi
apasalahnya,apa salahnya
apaansi,apa sih
apasi,apa sih
apan,apaan
apann,apaan
apaandah,apaan deh
apaka,apakah
apkah,apakah
apkh,apakah
apain,apakan
apalag,apalah
apaapun,apapun
asn,aparatur sipil negara
apelancau,ape lancau
amsyong,apes
appnya,aplikasinyya
arabislam,arab islam
arahbaruindonesia,arah baru indonesia
abritase,arbitrase
aromatics,aromatik
artine,artinya
artiny,artinya
aarze,arze
asaan,asahan
asall,asal
asalbukanjokowi,asal bukan jokowi
asbun,asal bunyi
assalammualaikum,asalamualaikum
assalamu,asalamualaikum
adalnya,asalnya
ashar,asar
azas,asas
asset,aset
assets,aset
asiangameskita,asian games kita
asymetric,asimetri
assimilate,asimilasi
asibg,asing
asdep,asisten deputi
aselik,asli
asliserunya,asli serunya
assasin,assassin
assassinations,assassination
asstag,astaga
astagfirllah,astagfirullah
astagfirlloh,astagfirullah
astagfiruloh,astagfirullah
astaghfar,astagfirullah
astaghfirullah,astagfirullah
astaghfirullohal,astagfirullahal
asuog,asu
asuu,asu
azu,asu
asutolol,asu tolol
asuan,asuhan
asysyihaa,asy syifa
aseeqq,asyik
asekk,asyik
asoy,asyik
asyikk,asyik
attas,atas
atarturk,ataturk
atao,atau
atheis,ateis
atheist,ateis
athies,ateis
atheisdete,ateis mati
attabrani,ath thabrani
atlit,atlet
atmajaya,atma jaya
atongkepoh,atomg kepo
antraksi,atraksi
aulyaa,auliya
ausi,australia
aussie,australia
aviaa,avia
awaass,awas
awakarin,awkarin
ayamkampus,ayam kampus
ayamorr,ayamor
ayashiyan,ayashiya
ayoh,ayo
ayuh,ayo
ayohbangsa,ayo bangsa
ayoindonesia,ayo indonesia
ayopenjarakan,ayo penjarakan
ayutingting,ayu ting ting
ayyub,ayub
adzab,azab
adzan,azan
adzanin,azankan
adzim,azim
aziim,azim
baa,ba
baag,ba
babihok,babi ahok
babyy,baby
bacain,bacakan
backstage,back stage
backtocampus,back to campus
bacod,bacot
awakmu,badanmu
baduy,badui
bagaiamana,bagaimana
bagmna,bagaimana
bagia,bagian
bahanakan,bahan akan
bahancoli,bahan coli
bahalul,bahlul
angst,bangsat
akeh,banyak
baggona,begitu
ambisional,berambisi
awek,cewek
abiez,habis
abizz,habis
abisan,habisnya
abisnya,habisnya
ahahah,haha
ahahahaha,haha
ahahahahaha,haha
ahhahahha,haha
ajhakabahajha,haha
bahaha,haha
allooww,halo
alus,halus
ancoor,hancur
ancor,hancur
ancuran,hancuran
ancurin,hancurkan
angetin,hangatkan
apuss,hapus
atine,hatinya
ads,iklan
aipet,ipad
aok,iya
ancok,jancuk
apankah,kapan kah
adilan,keadilan
awsum,keren
arut,larut
â maroko,maroko
arep,mau
backingin,melindungi
angkrem,mengerami
arulin,pada bermain
accny,persetujuannya
½ramayana,ramayana
adolexcent,remaja
ajach,saja
ajadeh,saja deh
ay,say
agalanya,segalanya
akrg,sekarang
afternya,setelahnya
amak,tikar
aplot,unggah
apdet,update
que,aku
qurâ,alquran
qurra,alquran
quranku,alquranku
pimen,bagaimana
piye,bagaimana
pimensiv,bagaimana sih
replyan,balasan
pisann,banget
rebutan,berebut
rapopo,enggak apa apa
raiso,enggak bisa
raisin,enggak malu
rauwisuwis,enggak selesai selesai
raseneng,enggak suka
rausa,enggak usah
pilosofi,filosofi
pitnah,fitnah
poto,foto
potonya,fotonya
prustasi,frustrasi
qizi,gizi
pingn,ingin
pinginnya,inginnya
pidex,injak
qabul,kabul
qn,kan
rein,kendali
rantis,kendaraan taktis
polda,kepolisian daerah
polri,kepolisian republik indonesia
polsek,kepolisian sektor
qususi,khusus
qishosjokowi,kisas jokowi
qitaab,kitab
qty,kuantitas
quda,kuda
quiz,kuiz
quota,kuota
qurban,kurban
quote,kutipan
plantaran,lantaran
report,laporan
reportnya,laporannya
pisuhi,marahi
promote,mempromosikan
reti,mengerti
realized,menyadari
ping,merah muda
pink,merah muda
qizmin,miskin
pngebetnya,ngebet
qey,oke
rlnya,pacarnya
pqdahal,padahal
pokcoy,pakcoy
pmi,palang merah indonesia
plmbng,palembang
plestina,palestina
pntas,pantas
pnts,pantas
praah,parah
pks,partai keadilan sejahtera
pkb,partai kebangkitan bangsa
pkc,partai komunis cina
pki,partai komunis indonesia
pni,partai nasional indonesia
prd,partai rakyat demokratik
psanganya,pasangannya
pstikan,pastikan
ptut,patut
pns,pegawai negeri sipil
pjs,pejabat sementara
pjalan,pejalan
pkrja,pekerja
psk,pekerja seks komersial
pr,pekerjaan rumah
pler,peler
pulihara,pelihara
pmain,pemain
pmbangunan,pembangunan
pmbngunan,pembangunan
pmgang,pemegang
pmrintah,pemerintah
pmrnth,pemerintah
pmrth,pemerintah
rapist,pemerkosa
pulkada,pemilihan kepala daerah
pilpres,pemilihan presiden
pmimpinnya,pemimpinnya
pmpek,pempek
pollingnya,pemungutan suaranya
pinalti,penalti
prnampilan,penampilan
pndptn,pendapatan
pnddikan,pendidikan
plk,pendidikan layanan khusus
pndkung,pendukung
pndukung,pendukung
pn,pengadilan negeri
pngkuan,pengakuan
pngangguran,pengangguran
pngangkut,pengangkut
pngndara,pengendara
pngertian,pengertian
pngikut,pengikut
pollower,pengikut
pngkhianat,pengkhianat
pngunjung,pengunjung
pnjg,penjaga
pting,penting
pnukaran,penukaran
pointernya,penunjuknya
pnyebar,penyebar
provider,penyedia
providernya,penyedianya
prasaanku,perasaanku
prepres,peraturan presiden
prbedaan,perbedaan
prcaya,percaya
prcma,percuma
prekonomian,perekonomian
pmk,perhimpunan mahasiswa katolik
priode,periode
prkataan,perkataan
prsamaan,persamaan
pui,persatuan umat islam
prsaudaraan,persaudaraan
prosntasi,persentase
prthankn,pertahankan
prtama,pertama
prshn,perusahaan
pln,perusahaan listrik negara
porut,perut
pswat,pesawat
picrk,picek
pkrannya,pikirannya
pikirin,pikirkan
pikirqu,pikirku
plh,pilih
plhn,pilihan
pilgu,pilihan gubernur
pilgub,pilihan gubernur
pilkada,pilihan kepala daerah
pileg,pilihan legislatif
pilihanya,pilihannya
pimred,pimpinan redaksi
pinn,pin
pinff,pinoy
pintet,pintar
pinternya,pintarnya
pisank,pisang
pyjamas,piyama
ps,play station
psn,play station network
playvictim,play victim
pliss,please
planga,plonga
plenjas,plonga
plongaplo,plonga plongo
plongaplongo,plonga plongo
plenjus,plongo
pluralism,pluralisme
ples,plus
poï,point of interest
pojoksatu,pojok satu
pokoknyah,pokoknya
poll,pol
poland,polandia
poly,poli
poligamy,poligami
poiisi,polisi
polres,polisi resor
polsis,polisi siswa
politicianacademy,politician academy
politicid,politik
pilitiknya,politiknya
politikâ,politiknya
politusi,politisi
poling,polling
plos,polos
ponpes,pondok pesantren
porn,porno
portoflio,portofolio
poskotanews,pos kota news
positive,positif
poskojoin,posko join
pospera,posko perjuangan rakyat
posterdakwah,poster dakwah
potongâ atasâ,potongan atas
ppforjokowi,pp for jokowi
pre,pra
prakemerdekaan,pra kemerdekaan
prakhotbah,pra khotbah
praun,pra ujian nasional
prabon,prabowo
prabowoanismatta,prabowo anis matta
prabocor,prabowo bocor
praketik,praktik
praktekan,praktikan
prakteknya,praktiknya
pratyay,pratyaya
prayforrohingya,pray for rohingya
premiosmt,premios mt
pstmt,prepared statement
plesiden,presiden
presid,presiden
preside,presiden
presidens,presiden
president,presiden
presuden,presiden
prsiden,presiden
presidenabadi,presiden abadi
presidenâ soeharto,presiden soeharto
presidentnya,presidennya
presidenya,presidennya
prestasli,prestasi
prestasiny,prestasinya
preet,pret
pref,pret
prett,pret
pri,pria
pribumu,pribumi
princes,princess
println,print
prioriti,prioritas
procina,pro cina
prokorupt,pro koruptor
provo,proco
ploduk,produk
produ,produk
product,produk
produktifitas,produktivitas
produktifitasnya,produktivitasnya
podusen,produsen
producer,produser
professional,profesional
professor,profesor
profile,profil
prog,program
pkh,program keluarga harapan
proker,program kerja
pkm,program kreativitas mahasiswa
prodi,program studi
progresi,progres
progressive,progresif
projo,promo
promosiin,promosikan
property,properti
protection,proteksi
protek,proteksi
protestant,protestan
ptc,provides technology solutions
prov,provinsi
provokativ,provokatif
provikator,provokator
project,proyek
pseduo,pseudo
psyco,psiko
psychologist,psikolog
puasin,puaskan
public,publik
puisigus,puisi gus
pkul,pukul
pulng,pulang
pulangmengundi,pulang mengundi
pulangin,pulangkan
pulað,pulau
pululan,pullulan
polpen,pulpen
puluhancina,puluhan cina
punâ,punah
pungli,pungutan liar
pungutin,punguti
punyo,punya
purn,purna
pwt,purwokerto
poseng,pusing
posing,pusing
pusying,pusing
rieutt,pusing
puteeh,putih
poetri,putri
putusin,putuskan
qias,qiyas
quraisyh,quraisy
rabbaniah,rabbaniyah
rabbah,rabi
rabbi,rabi
rabbikuma,rabikuma
rabuseru,rabu seru
rasict,racist
rasis,racist
radenmas,raden mas
radicals,radikal
radiohead,radio head
raditia,raditya
raffiahmad,raffi ahmad
rag,raga
raj,raja
rokaat,rakaat
rakhin,rakhine
raktat,rakyat
rakyak,rakyat
rayat,rakyat
rakyatpintar,rakyat pintar
rakyatn,rakyatnya
ramadhan,ramadan
ramasan,ramadan
rmai,ramai
ramenya,ramainya
rapet,rapat
rakor,rapat koordinasi
rapimnas,rapat pimpinan nasional
repeh,rapi
rapihkan,rapikan
rapiin,rapikan
rasakeenn,rasakan
rasanonosak,rasakan sampai
rasanyaa,rasanya
rasioanal,rasional
rationalð,rasional
rasulillah,rasulullah
rasullah,rasulullah
rato,rata
rerata,rata rata
rauff,rauf
raub,raup
rafen,raven
rawamamgun,rawamangun
rawasaribagjadiri,rawasari bagja diri
razakâ,razak
rhu,razia hiburan umum
raziff,razif
reder,reader
reality,realita
realitinya,realitanya
redbonssaverohingya,redbone save rohingya
refrensi,referensi
reflek,refleks
reform,reformasi
reforma,reformasi
ragweda,regweda
reklomasi,reklamasi
reksadanasam,reksadana
rdpu,reksadana pasar uang
relain,relakan
repdem,relawan pejuang demokrasi
realava,relevan
relijius,religius
renpel,rempel
remek,remuk
remukan,remukkan
renfah,rendah
rendeman,rendaman
rendrasanusi,rendra sanusi
renovate,renovasi
refo,repo
republic,republik
req,request
rese,resek
recep,resep
residence,residen
resident,residen
restar,restart
restorannya,restoran
restuin,restui
resultjapan,result japan
returnthekhilafah,return the khilafah
retwet,retweet
ritwit,retweet
reuniz,reuni
rejekine,rezekinya
razim,rezim
riauð,riau
rba,riba
rbu,ribu
ribuut,ribut
ridho,rida
ridhoi,ridai
ridhuan,ridwan
ridwal,ridwan
ridwankamil,ridwan kamil
rie,rien
rilischarta,rilis charta
rindhu,rindu
rinduanismatta,rindu anis matta
rinduyang,rindu yang
resiko,risiko
resikonya,risikonya
resleting,ritsleting
rijik,rizieq
rizik,rizieq
robet,robert
robbi,robi
robbie,robi
robotbijak,robot bijak
roc,rock
rockygering,rocky gerung
rohingnya,rohingya
rohingyang,rohingya
rohinya,rohingya
rollercoaster,roller coaster
rojak,rozak
relah,telah
robah,ubah
piral,viral
qkwjw,wkwk
qkwk,wkwk
miinn,admin
minmin,admin
mentionan,berbalas mention
moal,enggak
millionaire,jutawan
metu,keluar
mistake,kesalahan
mighty,kuat
mkna,makna
mkne,makna
mmh,mama
mmpu,mampu
mnakah,manakah
mnfaatnya,manfaatnya
mntan,mantan
mentab,mantap
menungso,manusia
mnusia,manusia
mesih,masih
mepo,meeting point
mey,mei
mlarang,melarang
mlembabkn,melembabkan
mlempemm,melempem
mliat,melihat
mlintir,melintir
mlipirnya,melipirnya
mlorot,melorot
mlulu,melulu
mlpakn,melupakan
mengatainya,memakinya
mklumin,memaklumkan
mnh,memanah
mmbawa,membawa
mmbntuk,membentuk
mmbuat,membuat
mmbuktikan,membuktikan
mmbunuh,membunuh
mmberantas,memebrantas
mmcah,memecah
menuhin,memenuhi
micingin,memicing
mikiri,memikirkan
mikirnya,memikirnya
mmilih,memilih
mmliki,memiliki
minjam,meminjam
mintain,memintakan
mesantren,memondok di pesantren
mmperhatikannya,memperhatikannya
mmperingati,memperingati
mnakuti,menakuti
mnampakkan,menampakkan
mnang,menang
mnanti,menanti
mncari,mencari
mncuat,mencuat
mncuci,mencuci
mndptkan,mendapatkan
mndkti,mendekati
mndirikan,mendirikan
mnrbitkan,menerbitkan
menterjemahkan,menerjemahkan
mentranslate,menerjemahkan
mnerpa,menerpa
menngacu,mengacu
mngadu,mengadu
mengapaninya,mengafaninya
mengajari,mengajarkan
mngajarkan,mengajarkan
mngakses,mengakses
mngalami,mengalami
mengandun,mengandung
mngangkat,mengangkat
mengantrakan,mengantarkan
mngapa,mengapa
mengatas,mengatasi
mengexpose,mengekspose
menggelagarkan,mengelak
mengkelola,mengelola
mngembalikan,mengembalikan
mengenakkan,mengenakan
mngerdilkan,mengerdilkan
mngerjakan,mengerjakan
mngetahui,mengetahui
mnggambarkan,menggambarkan
menggatikan,menggantikan
mnggntung,menggantung
menggap,menggapai
mengembosi,menggembosi
menggenapka,menggenapkan
menggerakan,menggerakkan
mengigit,menggigit
mnggiring,menggiring
mengoda,menggoda
mengonggong,menggonggong
menguggat,menggugat
mengunakan,menggunakan
mnggunakan,menggunakan
mhalalkan,menghalalkan
mnghalangi,menghalangi
mnghapus,menghapus
menghrpkan,mengharapkan
menghampaskan,menghempaskan
mnghentikan,menghentikan
mengimbau,menghimbau
menghinan,menghinanya
menhindar,menghindar
mengitung,menghitung
mnghujat,menghujat
mengikut,mengikuti
mengintruksikan,menginstruksikan
mengera,mengira
mngkoreksi,mengkoreksi
mengkriminilisisi,mengkriminalisasi
mngkritisi,mengkritisi
mengkonsumsi,mengonsumsi
mengcounter,mengonter
mengkoreksi,mengoreksi
mengusak,menguak
mngtkan,menguatkan
merubah,mengubah
mngusik,mengusik
mngusir,mengusir
mentiagakan,meniadakan
meniqa,menikah
meried,menikah
merit,menikah
menjudge,menilai
menisbatkan,menisbahkan
mnjabat,menjabat
mnjbat,menjabat
mjadi,menjadi
mniadi,menjadi
mnjadikn,menjadikan
menjadikanâ,menjadikannya
mjln,menjalankan
menjalintoleransi,menjalin toleransi
menjijikan,menjijikkan
menjungjung,menjunjung
menola,menolak
menolakluka,menolak luka
menolaklupa,menolak lupa
mnton,menonton
mensip,mensiv
menstabilka,menstabilkan
mens,menstruasi
mentalita,mentalitas
mentaliti,mentalitas
mentei,menteri
mentri,menteri
menkelautan,menteri kelautan
menkes,menteri kesehatan
menlu,menteri luar negeri
menko,menteri perekonomian
menhub,menteri perhubungan
mensesneg,menteri sekretaris negara
mensos,menteri sosial
mensyen,mention
mention,mention
mensyennya,mentionnya
mnuju,menuju
menujuindonesiamaju,menuju indonesia maju
menjukkan,menunjukkan
menunjukan,menunjukkan
mnurut,menurut
mnrtku,menurutku
menyak,menyakiti
menyanju,menyanjung
mnyapu,menyapu
mnyebabkn,menyebabkan
mnyebut,menyebut
menyebutâ,menyebutnya
menyejukan,menyejukkan
menyelamatka,menyelamatkan
menyelematkan,menyelamatkan
mnyematkn,menyematkan
menyenan,menyenangkan
mengerjap,menyergap
menyesalboviatwitter,menyesal boviat twitter
mensiasati,menyiasati
mnyimpang,menyimpang
mensucikan,menyucikan
mnyudutkan,menyudutkan
mensukseskan,menyukseskan
menyusahkn,menyusahkan
mnyusahkanmu,menyusahkanmu
menzhalimi,menzalimi
merajalele,merajalela
merampa,merampas
mgerasa,merasa
mesakno,merasakan
merauk,meraup
mercedez,mercedes
mercy,mercedes
merk,merek
meremat,meremet
merentas,meretas
merupakanâ airport,merupakan bandara
merosakkan,merusakkan
mess,mes
mesopotamian,mesopotamia
messy,messi
mesoom,mesum
mesumm,mesum
metodologis,metodologi
mewh,mewah
mewoh,mewah
mewaiskan,mewariskan
miâ,mia
mikael,michael
migraine,migrain
milenia,milenial
millenials,milenial
milyarder,miliarder
mlik,milik
mine,milikku
minggon,mingguan
menimal,minimal
minions,minion
minoriti,minoritas
minority,minoritas
minorutas,minoritas
minumkopiindonesia,minum kopi indonesia
miras,minuman keras
misix,misi 10
misqin,miskin
misqueen,miskin
miskinmoralitascuihh,miskin moralitas cih
mobel,mobil
mobilmotor,mobil motor
mobnas,mobil nasional
mlai,mulai
mereun,mungkin
mngkn,mungkin
mnet,music network
mikiir,pikir
mikirr,pikir
milihh,pilih
mid,tengah
middle,tengah
nhadeh,aduh
nhalah,alah
nhlh,alah
njeng,anjing
njiieng,anjing
njiing,anjing
njing,anjing
njingg,anjing
njer,anjir
ngmn,bagaimana
npiye,bagaimana
nngebah,bahas
npbangunan,bangunan
ngono,begitu
ngegayaan,bergaya
ngibadah,beribadah
ngilmu,berilmu
ngumpulnya,berkumpulnya
ngutang,berutang
nngutang,berutang
nolelah,bolehlah
nggakk,enggak
nnga,enggak
noopst,enggak
nop,enggak
nope,enggak
ngpp,enggak apa apa
nntah,entah
nntar,entar
ngeblek,geblek
ngr,gede rasa
ngejala,gejala
ngembrot,gembrot
ngerakan,gerakan
ngilaa,gila
ngilee,gila
ngiliran,giliran
ngimanapun,gimanapun
ngirls,girls
ngitu,gitu
ngoblok,goblok
nguoblokk,goblok
ngolongan,golongan
ngua,gua
ngue,gue
ngw,gue
nhabis,habis
nhadiahnya,hadiahnya
ngeeooahahahaa,haha
ngeooaahahahaa,haha
ngoaahahaa,haha
ngoahaha,haha
ngoahahah,haha
ngoahahaha,haha
ngooaahahaa,haha
nhaha,haha
nhahaha,haha
nhahahaha,haha
nngahahahaha,haha
nngiahahaha,haha
nhaji,haji
nhalo,halo
nhancur,hancur
nhp,handphone
nhanya,hanya
nharga,harga
nhari,hari
nharus,harus
nhrs,harus
nkudu,harus
nhasilnya,hasilnya
nhassle,hassle
nhatiku,hatiku
nhe,he
nheath,heath
nhehe,hehe
nheheh,hehe
nhmm,hem
nhendardi,hendardi
nherba,herba
nhidup,hidup
nhijab,hijab
nhilang,hilang
nhimmler,himmler
nhina,hina
nhindu,hindu
nhaihh,his
nhiks,his
nhonda,honda
nhongkong,hongkong
nhubungan,hubungan
nhuft,huft
nhumanit,humanit
niblis,iblis
nidiot,idiot
niyuh,ih
nikut,ikut
nimpor,impor
nindie,indie
nindo,indonesia
ninfrstruktur,infrastruktur
ningat,ingat
ninggris,inggris
ngin,ingin
ningin,ingin
npengen,ingin
ninidaritadi,ini dari tadi
ninilah,inilah
ninnalillah,innalillah
nintinya,intinya
nislam,islam
nistighfar,istigfar
nistilah,istilah
nitu,itu
nntu,itu
noh,itu
nitulah,itulah
nggih,iya
niya,iya
niyain,iyakan
njadi,jadi
njd,jadi
njdi,jadi
njahat,jahat
njaka,jaka
njalan,jalan
njames,james
njamu,jamu
njancuk,jancuk
njangan,jangan
njgn,jangan
njngn,jangan
njangankan,jangankan
njanganlah,janganlah
njaancuuk,janjuk
njarah,jarah
njarang,jarang
njaringan,jaringan
njauh,jauh
njejaku,jejakku
njika,jika
njilat,jilat
njin,jin
njlentrek,jlentrek
njokowi,jokowi
njolodong,jolodong
njual,jual
njuara,juara
njudulnya,judulnya
njamping,jumping
njunior,junior
nkaca,kaca
nkacung,kacung
nkadang,kadang
nkak,kakak
nkalahe,kalahnya
nkalajengkin,kalajengking
nkalau,kalau
nkalo,kalau
nklau,kalau
nklo,kalau
nklu,kalau
nklw,kalau
nkalopun,kalaupun
nkaleng,kaleng
nkalian,kalian
nkalianlah,kalianlah
nkami,kami
nkmi,kami
nkamis,kamis
nkampret,kampret
nkampung,kampung
nkampungan,kampungan
nkampus,kampus
nkamu,kamu
nkmu,kamu
nkoe,kamu
nlu,kamu
nkan,kan
nkandang,kandang
ngents,kangen
nkapan,kapan
nkpk,kapok
nkapur,kapur
nkarena,karena
nkarenaa,karena
nkarna,karena
nkrn,karena
nkasih,kasih
nkata,kata
nkatholik,katolik
nkao,kau
nkau,kau
nkaum,kaum
nkaya,kaya
nkayak,kayak
nkek,kayak
nkayaknya,kayaknya
nke,ke
nkeluar,ke luar
nkluar,ke luar
nkearifan,kearifan
nkakean,kebanyakan
nkecuali,kecuali
nkeduanya,keduanya
nkeela,keela
nkehabisan,kehabisan
nkeimanan,keimanan
nkeith,keith
nkejam,kejam
nkekufuran,kekufuran
nkelakuan,kelakuan
nkelakuanmu,kelakuanmu
nkelas,kelas
nkaton,kelihatan
nkelompok,kelompok
nkeluaran,keluaran
nkemaren,kemarin
nkemarin,kemarin
nkmrm,kemarin
nkementerian,kementerian
nkemungkinan,kemungkinan
ngopo,kenapa
nknp,kenapa
nknpa,kenapa
npa,kenapa
nkentutnya,kentutnya
nkepada,kepada
nkepala,kepala
nkpl,kepala
nkeparat,keparat
nkpentingan,kepentingan
nkepercayaan,kepercayaan
nkeren,keren
nketakutan,ketakutan
nketika,ketika
nketololan,ketololan
nketua,ketua
nketurunan,keturunan
nkiara,kiara
nkidung,kidung
nkirain,kirain
nkish,kish
nkita,kita
nkitanya,kitanya
nklop,klop
nkok,kok
nkomen,komen
nkomentar,komentar
nkomunis,komunis
nkntl,kontol
nkontrak,kontrak
nkop,kop
nkorban,korban
nkorupsi,korupsi
nkoruptor,koruptor
nkristen,kristen
nkritik,kritik
nku,ku
nkualitasnya,kualitasnya
nkulit,kulit
nkuning,kuning
ngocol,kurang ajar
nlagi,lagi
nlg,lagi
nlgi,lagi
nlah,lah
nlha,lah
nlahir,lahir
nlaki,laki
nlalu,lalu
nlambat,lambat
nlanjut,lanjut
nlol,laugh out loud
nlebih,lebih
nlembaran,lembaran
nlemparin,lemparkan
nlet,let
nlgbt,lgbt
nliberal,liberal
nlintah,lintah
nlips,lips
nlistrik,listrik
nlo,lo
nlogikaku,logikaku
nlogikanya,logikanya
nlong,long
nlow,low
nmaaf,maaf
nmaap,maaf
nnb,maaf baru balas
nmabuk,mabuk
nmacau,macau
nmain,main
nmaju,maju
nmak,mak
nmaka,maka
nmakan,makan
nmakane,makanya
nmakanya,makanya
nmaki,maki
nmakin,makin
nmaksud,maksud
nmkst,maksud
nmaksudnya,maksudnya
nmksdnya,maksudnya
nmalah,malah
nmlh,malah
nr,malam romantis
nmalu,malu
nmama,mama
nmami,mami
nmampus,mampus
nmampuss,mampus
nmana,mana
nmandela,mandela
nmantap,mantap
nmantrraaf,mantap
nmanusia,manusia
ngegas,marah
nngegas,marah
nmarga,marga
nmarie,marie
nmasa,masa
nmadesu,masa depan suram
nmasalah,masalah
nmasalahnya,masalahnya
nmasih,masih
nmasuk,masuk
nmasuknya,masuknya
nmata,mata
nmatamu,matamu
nmatane,matanya
nmati,mati
nmau,mau
nmaw,mau
nmo,mau
nmw,mau
nmawar,mawar
nmayoritas,mayoritas
nme,me
nmeeting,meeting
ngeladeni,meladeni
ngeladenin,meladeni
ngladeni,meladeni
ngelakui,melakukan
ngelancarin,melancarkan
ngelanggar,melanggar
ngelantur,melantur
ngelatur,melantur
ngelayanin,melayani
nmelayu,melayu
ngelebarin,melebarkan
ngeledekin,meledeki
ngledekin,meledeki
nmelek,melek
nmelihat,melihat
ngeliatnye,melihatnya
ngliatnya,melihatnya
ngelidur,melindur
ngelolosin,meloloskan
ngetiktok,memainkan tik tok
nmake,memakai
nmemang,memang
ngepatenin,mematenkan
ngebacanya,membacanya
ngeshare,membagikan
ngebahas,membahas
ngebaik,membaik
ngebandingin,membandingkan
ngebangkang,membangkang
ngebantai,membantai
ngebatalin,membatalkan
nggowo,membawa
nmembawa,membawa
ngebayang,membayang
ngebayangin,membayangkan
nmembela,membela
