slang,formal
wik,wig
ithu,itu
botakin,botaki
botakkkk,botak
bnrn,benaran
week,wig
gawul,gaul
modes,modis
brayyy,bray
kcantikan,kecantikan
bronis,brondong manis
gapunya,enggak punya
bkln,bakalan
kecantikanga,kecantikannya
hiii,hai
piiiilih,pilih
deeh,deh
zama,zaman
gnti,ganti
nmnya,namanya
tapo,tapi
gkk,enggak
indefendet,independen
taik,tahi
yuuuukkk,yuk
dituutup,ditutup
ngayal,mengkhayal
smvk,sempak
knyataan,kenyataan
njrittt,anjir
selmt,selamat
taz,atas
klhran,kelahiran
pertma,pertama
kelahuran,kelahiran
pertamany,pertamanya
mamax,mamanya
ankx,anaknya
cantip,cantik
klahiran,kelahiran
slmat,selamat
mmbanggakan,membanggakan
ortuny,orang tuanya
selmat,selamat
bnda,bunda
nyah,nya
prtamax,pertamanya
moqa,moga
yq,yang
brbakti,berbakti
gewlaaaaa,gila
basodaraa,bersaudara
hargs,harga
perhatiin,perhatikan
bantuim,bantu
adl,adalah
pelwak,pelawak
suces,sukses
sucses,sukses
garemin,garami
gapake,enggak pakai
ngiringan,mengiringi
karir.a,karirnya
aamin,amin
teruz,terus
kemarn,kemarin
recomendasinya,rekomendasinya
promoo,promo
ongkirr,ongkir
mskasih,terima kasih
wowwwww,wow
seeeemua,semua
batesin,batasi
bijin,bikin
ngeidealin,mengidealkan
bhn,bahan
gasalah,enggak salah
brsma,bersama
le,boleh
ugha,juga
semuaaa,semua
heeee,hai
yam,ya
kartunin,kartun
kyaknya,kayaknya
abez,habis
baaaaaang,bang
ganteeeeng,ganteng
entahhh,entah
gimanaaaa,bagaimana
duuhh,duh
gantengnyaaaa,gantengnya
pans,fan
kuliyh,kuliah
gantengkuuuuuu,gantengku
atassss,atas
orgny,orangnya
owalaah,walah
aslinyo,aslinya
alissnyaa,alisnya
masaaaa,masa
komuk,muka
kalahnye,kalahnya
iyaaaa,iya
fakultass,fakultas
smrg,semarang
koq,kok
yyaaa,ya
insonniaaa,insomnia
adekx,adeknya
azaab,azab
gksi,enggak sih
greged,greget
alamiii,alami
ktemu,ketemu
ditayangin,ditayangkan
"ms""",masa-masa
meranin,memerankan
nontonny,menontonnya
rekomendasiiin,merekomendasikan
ngg,enggak
nanget,banget
ngeditnya,mengeditnya
himana,bagaimana
kekgini,kayak begini
subhanaallahh,subhanallah
terharuuuu,terharu
"kata""",kata-kata
subhanallahhh,subhanallah
tlsn,tulisan
nagiss,menangis
aneut,banget
trrharu,terharu
subhnallah,subhanallah
allahh,allah
suamiii,suami
dcintai,dicintai
klrga,keluarga
liat'y,lihatnya
lggeng,langgeng
romantisny,romatisnya
duhhh,duh
pcar,pacar
kakanga,kakaknya
slw,selow
cpa,siapa
akuu,aku
aelah,alah
orabg,orang
mukanyaa,mukanya
kakakny,kakaknya
woooyy,woy
ngelucu,melucu
bukak,buka
mato,mata
kareno,karena
cino,cina
munafikk,munafik
meker,mikir
indoneaia,indonesia
benarin,membenarkan
jaadii,jadi
apo,apa
nyo,nya
miara,memiara
jalanani,menjalani
sdah,sudah
emangnya,memangnya
rumpiin,rumpi
hotak,botak
jawabanny,jawabannya
ajj,saja
melihara,memelihara
oooh,oh
hidupx,hidupnya
ngefans,fan
lsg,langsung
uztad,ustad
anjingnyaa,anjingnya
ilmh,ilmu
menasehati,menasihati
kelus,kali
hubngan,hubungan
koclak,kocak
bju,baju
cinggirnyaaaa,cinggirnya
yahhhh,ya
miripppp,mirip
sedikitlaahh,sedikitlah
miriplahhhhhh,miriplah
syediih,sedih
mirp,mirip
baju.a,bajunya
wiiiihhhhhhhhh,wih
gantheng,ganteng
synk,sayang
ngfans,fan
miriiippp,mirip
idungnya,hidungnya
wooow,wow
panglingg,pangling
artisnyaa,artisnya
dtggu,ditunggu
trnyata,ternyata
bgtttttttt,banget
rapih,rapi
buuun,bun
iyaappps,iya
sukse,sukses
baruu,baru
kecptan,kecepatan
rmbutnya,rambutnya
giti,begitu
penganten,pengantin
wrn,warna
ne,ini
cantikkkkk,cantik
fans,fan
loksyut,lokasi syuting
amfun,ampun
k',kak
asuuu,asu
kuu,ku
dsini,disini
dibls,dibalas
ceklist,ceklis
terusss,terus
tlvn,telepon
trkrim,terkirim
kelaluan,kelakuan
guanteng,ganteng
cucok,cocok
c,sih
gueee,gue
semangatt,semangat
haduh,aduh
mlz,malas
kepoh,kepo
jalanin,menjalani
repong,repot
ngrusin,mengurusi
iy,iya
dnk,dong
senyumna,senyumnya
hotx,hotnya
cwnya,ceweknya
mbaaahhh,mbah
pasangn,pasangan
sttus,status
aama,sama
hadeuuhhhh,aduh
sstu,sesuatu
serasiii,serasi
cocokx,cocoknya
emakx,emaknya
iniiiiiiiiiiiiiii,ini
cocookk,cocok
kll,kalo
arghhh,ah
ungkapin,ungkapkan
merrid,merit
neh,nih
cocokkkkk,cocok
yaolohh,ya allah
aee,saja
naggung,menanggung
battt,banget
am,sama
tah,teh
luthuna,lucunya
astagaaa,astaga
suaraynyaa,suaranya
duanyaa,duanya
anjayyyy,anjay
coeggg,coeg
ancur,hancur
koplak,kocak
uaaasssiiiik,asik
boss,bos
nyubit,mencubit
dede,adek
gemez,gemas
tium,cium
gemeeezzzz,gemas
ppa,papa
papahhhnya,papahnya
duuuhh,duh
ginting,ganteng
bingiiittzz,banget
iiihh,ih
dedeknya,adeknya
hadeeuh,aduh
geneeee,begini
yooow,ya
gemezz,gemas
gayax,gayanya
infpyunnnn,ampun
paraaah,parah
papiii,papi
kamunyaa,kamunya
ngambek,mengambek
haduuuh,aduh
kapaan,kapan
nginjek,menginjak
putihnyaa,putihnya
ituuuu,itu
omaaaaaaakk,oma
loncattt,loncat
didatengin,didatangi
abg,abang
kmariiin,kemarin
ayoklaa,ayolah
jelasssss,jelas
kaliiin,kalian
ujunggg,ujung
kaakaaaa,kakak
srruu,seru
kannn,kan
jmpaaaa,jumpa
yukkk,yuk
haii,hai
syukaaakkk,suka
dengeeriin,dengarkan
yakaliiiii,yakali
atuhh,atuh
ngertii,mengerti
apalgi,apalagi
akuh,aku
mesrany,mesranya
jendes,janda
ngggk,enggak
coccokk,cocok
msa,masa
jendesss,janda
bngtttt,banget
ponakn,ponakan
tantee,tante
gadiss,gadis
tpy,tapi
jnda,janda
bngy,banget
bujngn,bujangan
ngp,mengapa
padetan,padatan
nyobain,mencoba
pcaran,pacaran
or,orang
tdak,tidak
prcuma,percuma
langgengggg,langgeng
sekaliiiii,sekali
anehhh,aneh
hayal,khayal
bedua,berdua
bapeerr,bawa perasaan
keinget,teringat
merekak,mereka
kreeenn,keren
abisss,habis
kocaaaakkk,kocak
abiiiss,habis
pass,pas
personill,personil
lengkapp,lengkap
ampuuun,ampun
iiihhhh,ih
flim.a,filmnya
trusan.a,terusannya
tdung,tudung
gangguin,mengganggu
taw,tau
cntiiikkk,cantik
tegaar,tegar
sktlrang,sekarang
kangeeeennnnn,kangen
sjk,sejak
tambh,tambah
nangiis,menangis
nyaaaaaaaaa,nya
bundaa,bunda
duuhhhhh,duh
gaada,enggak ada
malsudnya,maksudnya
lluuccuu,lucu
siappa,siapa
martabakk,martabak
abgnya,abangnya
warkop,warung kopi
hayuu,hayo
kenapaa,kenapa
ayooook,ayo
astagaaaaaaaa,astaga
inihhh,ini
oom,om
mansetan,bermanset
cadasss,cadas
kereeeeennn,keren
"temen""",teman-teman
telefisi,televisi
nikmatin,menikmati
mantappp,mantap
mbahh,mbah
giitu,begitu
mtanya,matanya
cpit,sipit
dee,dek
sumvahh,sumpah
tamvann,tampan
yap,ya
guaaaaaaa,gua
capa,sapa
ngakakkk,mengakak
liaat,lihat
gantweng,ganteng
anjjjjjjjj,anjing
gakwad,enggak kuat
iniii,ini
favoriteeee,favorit
adaa,ada
dinyanyiin,dinyanyikan
seruu,seru
nyengir,menyengir
temennya,temannya
klk,kelak
brjdh,berjodoh
akhrt,akhirat
kangennnnn,kangen
kanggen,kangen
kangennnnnnn,kangen
ysh,ya
sypa,siapa
nangisss,menangis
brjodoh,berjodoh
kaliann,kalian
barengg,bareng
kpnpun,kapanpun
mendj,menjadi
allahhhh,allah
merindinggg,merinding
amiennnn,amien
iihh,ih
lhir,lahir
udeh,sudah
menjdi,menjadi
debay,adek bayi
bangeer,banget
lafazd,lafaz
pmbyran,pembayaran
plsa,pulsa
"dimana""",dimana-mana
sokk,sok
ngambekan,ambekan
ngom,mengomong
toloollll,tolol
bodhooo,bodoh
peliharaaaa,pelihara
makanyaa,makanya
"ati""",hati-hati
kemakan,termakan
bodhoo,bodoh
siihhh,sih
andaaa,anda
buktinyaaa,buktinya
smuaaa,semua
ngambeknya,mengambeknya
kebongkar,terbongkar
tapii,tapi
kasiian,kasihan
diladenin,diladeni
comen,komen
ngtif,negatif
comntr,komentar
kaliannn,kalian
brdiri,berdiri
mulutny,mulutnya
msalah,masalah
trserh,terserah
waduuuuh,waduh
ngedukung,mendukung
dihpus,dihapus
mrekaa,mereka
cakeeeeppp,cakep
benerr,benar
"brg""",bareng-bareng
baanget,banget
anjaaaayyyyyy,anjay
ngetsz,banget
utkmu,untukmu
anj,anjing
merekaa,mereka
kann,kan
dieee,dia
yaahh,ya
hijap,hijab
ternodain,ternodai
mn,mana
agk,agak
slhkan,salahkan
jilbabny,jilbabnya
perilakuny,perilakunya
ketaatanny,ketaatannya
kepda,kepada
sblmny,sebelumnya
bljr,belajar
pedulilaaaah,pedulilah
ingetin,mengingatkan
terjrumus,terjerumus
stuju,setuju
sbb,sebab
igtlah,ingatlah
dtgkan,datangkan
benahin,membenahi
ohhhh,oh
yapp,ya
jauhh,jauh
bingitt,banget
ngembali,kembali
semngat,semangat
lekong,laki
kacauuuu,kacau
ngimpi,mimpi
owh,oh
ngerampas,merampas
ngehancurin,menghancurkan
kaleee,kali
caranga,caranya
usa,usah
dipikirin,dipikirkan
nunduk,menunduk
tembemmm,tembem
lucuuuuuuuuuu,lucu
bundaaa,bunda
nyubitt,mencubit
supeer,super
inni,ini
appa,apa
hayooo,hayo
adyem,adem
mitnah,memfitnah
cantiknyaaaaa,cantiknya
tmbm,tembam
cantix,cantik
kriput,keriput
jelex,jelek
drmn,darimana
"laku""",laku-laku
"orang""nya",orang-orangnya
kacian,kasihan
cape,capek
eeeeh,eh
kpancing,terpancing
lakuin,melakukan
cri,cari
sbenernya,sebenarnya
mikirinnn,memikirkan
"diam""",diam-diam
mengalahkn,mengalahkan
nyindirin,menyindir
nee,ini
klakuan,kelakuan
mksdx,maksudnya
shabat,sahabat
jk,jika
brbuat,berbuat
mmberi,memberi
nm,nama
sbhabat,sahabat
pnjerumus,penjerumus
tman,teman
shbat,sahabat
melakukn,melakukan
seorg,seorang
berkluarga,berkeluarga
ketipu,tertipu
"laki""",laki-laki
gosipin,menggosipkan
sendri,sendiri
bntar,bentar
duuuhhh,duh
nmbk,menembak
gakkk,enggak
abiiiiisssss,habis
cwok,cowok
bangedd,banget
wuastagah,astaga
bedaaa,beda
jaoooh,jauh
mateeeeeeeeeeee,mati
parsis,persis
sumpeh,sumpah
iyh,iya
kmana,kemana
cantiqs,cantik
kecik,kecil
brasa,berasa
trlihat,terlihat
mmberikan,memberikan
khidupan,kehidupan
srpti,seperti
dinamakn,dinamakan
sgtu,sebegitu
paati,pasti
kutuu,kutu
khadiran,kehadiran
kel,keluarga
srta,serta
kcil,kecil
kberkahn,keberkahan
kbahagiaan,kebahagiaan
tntram,tentram
brsama,bersama
hngga,hingga
brpndapat,berpendapat
trutama,terutama
hiraukn,hiraukan
diamkn,diamkan
hrsny,harusny
brsyukur,bersyukur
mmberikn,memberikan
rasakn,rasakan
kesalahanny,kesalahannya
kekuranganny,kekurangannya
seandainy,seandainya
perasaanny,perasaannya
diindonesis,diindonesia
liyatnya,lihatnya
kayahhh,kaya
yook,yuk
yoookkkk,yuk
siihh,sih
asliiiii,asli
aduuhhhh,aduh
belom,belum
padahl,padahal
btul,betul
kejahatn,kejahatan
slam,salam
ngelewati,melewati
kalu,kalau
ngerendahin,merendahkan
apaalahh,apalah
tnp,tanpa
mnt,minta
kiya,kita
miriiiiip,mirip
dirimuuu,dirimu
yoiiu,yoi
semuanyaaaa,semuanya
suka.a,sukanya
jdii,jadi
blnja,belanja
brangnya,barangnya
nimpuk,menimpuk
abiss,habis
prlu,perlu
coyyy,coy
suaranyaa,suaranya
jnagn,jangan
kcwa,kecewa
cobak,coba
britanya,beritanya
mahh,mah
jamam,jaman
paraa,para
seharusny,seharusnya
dasaar,dasar
bergunaa,berguna
mulutnyaaa,mulutnya
blkng,belakang
kcewa,kecewa
mnusuk,menusuk
blkang,belakang
nembak,menembak
trmanis,termanis
krng,kurang
kaciiaann,kasihan
nyela,mencela
ngejilat,menjilat
hallooo,halo
deketin,dekati
tayik,tahi
halooo,halo
ustzah,ustazah
halow,halo
poooolllll,pol
tahannn,tahan
aduuh,aduh
nyimpen,menyimpan
ngarsipin,mengarsipkan
cman,cuman
gituuuuu,begitu
kyy,kaya
kngn,kangen
kq,kok
nyesek,menyesak
rinduuuuuuu,rindu
kangeeeennn,kangen
mg,moga
aamiiiiinnn,amin
gemezzzz,gemas
kangennnnnn,kangen
prh,parah
bakattt,bakat
napsuu,napsu
gmau,enggak mau
luccu,lucu
prasaan,perasaan
lahirr,lahir
setujuuuu,setuju
ceemen,cemen
"sembunyi""""",sembunyi-sembunyi
skrnh,sekarang
cerdiik,cerdik
jeniuss,jenius
kurangin,kurangi
kreen,keren
s'lalu,selalu
mauuuuuu,mau
mintk,minta
nyolong,mencolong
pnjng,panjang
slaluuuuu,selalu
kanggggg,kang
rezeqinya,rezekinya
pintr,pintar
dekk,dek
maw,mau
edaaann,edan
nempel,menempel
hatiiii,hati
sukkaa,suka
luuuucuuu,lucu
caantiiik,cantik
luucuuu,lucu
putihh,putih
"terus""an",terus-terusan
siiih,sih
ternyataa,ternyata
pollll,pol
sekaliiii,sekali
peduliin,mempedulikan
komntr,komentar
smngat,semangat
dosax,dosanya
pahalax,pahalanya
akhirt,akhirat
tinggalkn,tinggalkan
rumh,rumah
mk,maka
trhtung,terhitung
naaaa,nya
ademmm,adem
cerdass,cerdas
tambahh,tambah
polll,pol
didengerin,didengarkan
mantapppppp,mantap
ngerespon,merespons
dulurrr,dulur
brusaha,berusaha
lebh,lebih
positippp,positif
jauuhhh,jauh
brhjb,berhijab
slmnya,salamnya
jlbb,jilbab
dempga,semoga
selmnya,selamanya
tth,teteh
lengkeeett,lengket
caaannnttiikkk,cantik
trusss,terus
ademm,adem
apalagiii,apalagi
passs,pas
beginii,begini
satuu,satu
cuantek,cantik
akuuuur,akur
iniehh,ini
sayangx,sayangnya
jodohx,jodohnya
kaliaan,kalian
haslnya,hasilnya
kencng,kencang
pmbantu,pembantu
kmbl,kembali
cuchook,cocok
kloop,klop
sempurnaa,sempurna
klihatan,kelihatan
cintax,cintanya
pnuh,penuh
ngrti,mengerti
"mudah""an",mudah-mudahan
"segala""ny",segala-galanya
mantanny,mantannya
jodohny,jodohnya
cantk,cantik
ituuu,itu
kaasian,kasihan
padhl,padahal
"ank""",anak-anak
pkrin,pikirkan
anakx,anaknya
naaahhh,nah
beluumm,belum
sayangggq,sayangku
kreean,keren
ciiieee,cie
cieee,cie
cieeee,cie
berenanh,berenang
pacarr,pacar
bingitss,banget
besokkk,besok
annnnjjjjjjrrrr,anjir
ngeliatin,melihati
romantiss,romantis
cocook,cocok
lucuuuuuuuu,lucu
kaaaaaann,kan
nyaaaaaaa,nya
lgs,langsung
yaang,yang
bangedt,banget
gde,gede
lutunaaa,lucunya
bikinnn,bikin
keee,ke
bungkuuussss,bungkus
lucux,lucunya
bntr,bentar
buanyaaak,banyak
aaamiiinnn,amin
aaamiiin,amin
ntap,mantap
abgnyaah,abangnya
mungkiin,mungkin
akuhh,aku
manteb,mantap
hiduupppp,hidup
tebel,tebal
nganggepin,menanggapi
"mentang""",mentang-mentang
najiss,najis
perjabatt,pejabat
makany,makanya
benneeeeeerr,benar
krjaan,pekerjaan
kdng,kadang
kdang,kadang
knan,kanan
anak'y,anaknya
trknal,terkenal
"gtu""",begitu-gitu
klok,kalo
aamiiiinnnnn,amin
pengennnn,ingin
guw,gue
siiiiiiippppppppp,sip
selaloe,selalu
donggg,dong
beruntungnyaaaa,beruntungnya
soal'y,soalnya
prhatian,perhatian
hebaat,hebat
ampunn,ampun
gueeeee,gue
liatt,lihat
gehh,gih
ankknyaaa,anaknya
centilnyaaaaaa,centilnya
ngacaaa,mengaca
diaaa,dia
jirr,anjir
kayaa,kaya
cempreeng,cempreng
centillll,centil
pcran,pacaran
anedh,banget
ampyunnnn,ampun
nyta,nyata
kampungn,kampungan
j,saja
mnghina,menghina
ngolokin,mengolok
blum,belum
"syirik""",syirik-syirik
than,tahan
dsr,dasar
siriik,sirik
mampuuu,mampu
khan,kan
aduuhh,aduh
cemburuu,cemburu
bingitzzzz,banget
tlog,tolong
apasihhh,apasih
sirikk,sirik
dbnding,dibanding
nrka,neraka
bhgiain,membahagiakan
kdua,kedua
prcya,percaya
bhagaia,bahagia
cuco,cocok
genittt,genit
kx,kak
mlikk,milik
"mentah""",mentah-mentah
canci,cantik
aneed,banget
gimanaa,bagaimana
lainnn,lain
pentingg,penting
bagaimanaaa,bagaimana
krudung,kerudung
enakkkkk,enak
poool,pol
jirrrr,anjir
oprasiya,operasinya
uwee,gue
pilihannny,pilihannya
itumahh,itumah
muuuu,mu
uuhhh,uh
berbakiti,berbakti
alhamd,alhamdulillah
slmttt,selamat
ucapin,mengucapkan
tetp,tetap
semuanyaa,semuanya
semuannyaaa,semuanya
abs,habis
kebnyak'an,kebanyakan
melahirin,melahirkan
aduuuh,aduh
cakeep,cakep
lhooo,loh
kamuuuu,kamu
gimn,bagaimana
smogaaa,semoga
biza,bisa
aamien,amien
lngsing,langsing
wowoooww,wow
smulla,semula
pdhall,padahal
blln,bulan
jh,saja
kereeennnn,keren
gilakkk,gila
cpet,cepat
gataunya,enggak taunya
gtau,enggak tau
gaharus,enggak harus
knapa,kenapa
bobo,tidur
haloo,halo
gblk,goblok
ajg,anjing
mmantab,mantap
bgo,bego
goblk,goblok
anjg,anjing
ngabarin,mengabarkan
gbsa,ga bisa
ajay,anjay
wuiiihh,wih
gaes,guys
pertanyaanny,pertanyaannya
biat,buat
ctk,cantik
gosah,gak usah
mbakyu,mbak ayu
ditelp,ditelpon
gub,gubernur
bwh,bawah
mnrt,menurut
kndisi,kondisi
mnganalisa,menganalisa
lebar²,lebar-lebar
trkait,terkait
dilaporkn,dilaporkan
trkena,terkenal
sbgi,sebagai
bk,buka
ust,ustadz
bpk,bapak
erempuan,perempuan
wooy,woy
pleh,oleh
tahunx,tahunnya
berpa,berapa
btw,by the way
paksin,vaksin
trmkash,terima kasih
rese,resek
yesss,yes
dadi,jadi
ora,tidak
ngapusi,bohong
wong,orang
kudu,harus
guyu,ketawa
n,dan
siaaap,siap
byr,bayar
yaaaaa,ya
yaaaaa,makanya
kmanusiaan,kemanusiaan
tf,transfer
jangaaan,jangan
bantuin,membantu
tks,terima kasih
kagak,tidak
anjimmm,anjing
sialannn,sialan
coookkk,jancuk
trf,transfer
gabisaa,tidak bisa
gbisa,tidak bisa
hadehh,aduh
cepeet,cepat
benerin,perbaiki
lo,anda
adaaa,ada
ket,keterangan
dahhhhhhhhh,deh
hadahhhhhhhh,aduh
diangakt,diangkat
