text,product,quantity,price,total_price
PESAN COCO FLESH SEBANYAK TIGA PORSI HARGA 6K,coco flesh,3,6000,18000
order nasi pecelurap empal 5 pcs harga rp. 18500,nasi pecelurap empal,5,18500,92500
Kak minta 1 biji es buah segar ya harga 25 ribu,es buah segar,1,25000,25000
KAK SEPORSI FANTA ORANGE RP. 50000 YA,fanta orange,1,50000,50000
Order locupan tektek 3 porsi pcs hrg harga 8k,locupan tektek,3,8000,24000
Satu es boba durian berapa kak?,es boba durian,1,11500,11500
"PESEN 5 TEFLON DON KAK, TOTAL RP142500",teflon don,5,28500,142500
ORDER 3 PORSI SIOMAY MINI KERING TOTAL RP. 138000,siomay mini kering,3,46000,138000
order minipau chiken 2 porsi pcs harga rp3500,minipau chiken,2,3500,7000
halo kak mau beli 4 porxi cafe latte regular hrganya rp9000,cafe latte regular,4,9000,36000
"PESEN 3 CLEO KAK, TOTAL 18000",cleo,3,6000,18000
BELI LIMA HELLO GORGEOUS 13K,hello gorgeous,5,13500,67500
PEESN MONEY BAG SEBANYAK TIGA HARGA RP 34000,money bag,3,34000,102000
2 BIJI KORNET CRISPY AJA KAK HARGA RP2000,kornet crispy,2,2000,4000
tolong pesanin 4 porsi fish stick dong rp. 8500,fish stick,4,8500,34000
Bisa gak order seporcy sausage roll harga harganya 10500,sausage roll,1,10500,10500
BELI SAMBAL KERANG DULU 5 PORSI HARGANYA 45500,sambal kerang,5,45500,227500
"PESEN SEPULUH SERABI DURIAN KAK, TOTAL HARGANYA 130000",serabi durian,10,13000,130000
BELI DUA PORSI COCACOLA LARGE RP27500,cocacola large,2,27500,55000
Pesan coffee latte original sebanyak dua porsi harga harganya 48000,coffee latte original,2,48000,96000
"pesen 4 porsi pentol kak, total harganya 78000",pentol,4,19500,78000
nitip chicken pesto parm mini ya 10 aja harga harganya 6000,chicken pesto parm mini,10,6000,60000
Order 1 aja chicken burger original total hrgnya 50000,chicken burger original,1,50000,50000
Ygy tolong pesanin 3 tiwul dong 4 ribu,tiwul,3,4000,12000
SIH BISA GAK ORDER 10 LOTUS BISCOFF DESSERT BOX HARGA 33 RIBU,lotus biscoff dessert box,10,33000,330000
Lima porsi thanks a latte taro aja kak harga harga 32k,thanks a latte taro,5,32000,160000
order nasi 3 porsi pcs harga 5500,nasi,3,5500,16500
Hehe mau dongg 4 mini almond choclate harga 29k,mini almond choclate,4,29000,116000
BELI BROWN SUGAR FRESH MILK DULU 3 RP. 23500,brown sugar fresh milk,3,23500,70500
PSEAN ZODA TAWAR SEBANYAK LIMA PORSI HARGA 19000,zoda tawar,5,19000,95000
Hehe 10 porsi chicken ramebox aja kak harga 15k,chicken ramebox,10,15000,150000
LOH DUA PORSI RISOLES SMOKED BERAPA KAK?,risoles smoked,2,42500,85000
Beli 10 porsi cheese kimchi fried rice 8k,cheese kimchi fried rice,10,8000,80000
beli butter soy sauce chicken dulu sepuluh 34000 rb,butter soy sauce chicken,10,34000,340000
sih 4 porsi taco loco mini aja kak harga rp. 37000,taco loco mini,4,37000,148000
YGY LIMA PORSI TELUR MASAK SAYUR ASIN BERAPA KAK?,telur masak sayur asin,5,38000,190000
Wkwk mau dongg empat lipat kitkat full toping harga rp22000,lipat kitkat full toping,4,22000,88000
ORDER DUA CHOCOLATTE PANAS TOTAL 7000 RB,chocolatte panas,2,3500,7000
order prestine 10 pcs harga rp. 14500,prestine,10,14500,145000
KAK SEPULUH BERAS KETAN HITAM KUKUS 3000 YA,beras ketan hitam kukus,10,3000,30000
"Pesen 3 pesto whole pizza kak, total rp 81000",pesto whole pizza,3,27000,81000
Kak ada coffe beer gasberg? mau 5 porcy rp33500,coffe beer gasberg,5,33500,167500
Btw order oreo l 10 porsi pcs hrga 17 ribu,oreo l,10,17000,170000
HALO KAK MAU BELI 10 NASI SAYUR ASEM HARGANYA HARGA 22K,nasi sayur asem,10,22000,220000
KAK ADA NASI GORENG IKAN ASIN? MAU 4 PORXI 25500 RB,nasi goreng ikan asin,4,25500,102000
BELI INTIP GORENG DULU TIGA PORSI 21K,intip goreng,3,21500,64500
Sih 3 porsi otak otak ikan goreng berapa kak?,otak otak ikan goreng,3,7500,22500
MAU DONGG 1 BIJI PERGEDEL JAGUNG HARGA HARGANYA 7000,pergedel jagung,1,7000,7000
mau dongg 2 porsi chicken sandwich harga rp34000,chicken sandwich,2,34000,68000
mau pesen 10 porsi blackcurrent mint dong,blackcurrent mint,10,13500,135000
KAK 2 BIJI DUA CROFFLE SPECIAL BUTTER RP. 47500 YA,dua croffle special butter,2,47500,95000
nih tiga crazy rice berapa kak?,crazy rice,3,45500,136500
KAK ADA NASI UDANG SAMBAL IJO BAROKAH? MAU LIMA 3000,nasi udang sambal ijo barokah,5,3000,15000
fyi tolong pesanin 2 porsi sapporo beer donk rp. 46500,sapporo beer,2,46500,93000
"hehe mau empat teh anget, harganya 45000 kan?",teh anget,4,45000,180000
Ygy bisa gak order 4 spaghetti brulee harga rp 29500,spaghetti brulee,4,29500,118000
"MAU 1 BIJI DARK CHOCOLATE, RP 18500 KAN?",dark chocolate,1,18500,18500
TOLONG PESANIN 1 SAMBEL PENCIT DONG RP. 32000,sambel pencit,1,32000,32000
Kak 1 kakap tauco  ekor 37500 ya,kakap tauco  ekor,1,37500,37500
KAK ADA NASI AYAM GORENG ABANG? MAU 5 2000 RB,nasi ayam goreng abang,5,2000,10000
NITIP NASI KUNING WONG SOEROBOYO YA 2 BIJI AJA HARGA RP. 4500,nasi kuning wong soeroboyo,2,4500,9000
ORDER CORNDOG ORIGINAL MIX SOSIS MOZA 1 BIJI PCS HARGA HARGA 47K,corndog original mix sosis moza,1,47000,47000
Kak ada spicy popcorn? mau 3 porsi 29500 rb,spicy popcorn,3,29500,88500
ygy beli risoles ayam dulu 2 porsi harganya 49000,risoles ayam,2,49000,98000
Mau dongg 1 porcy fanta biasa harga rp. 18500,fanta biasa,1,18500,18500
10 chocolate milk berapa kak?,chocolate milk,10,9500,95000
SIH 10 PORSI ES KOPI HITAM BLUSUKAN AJA KAK HARGA RP 19000,es kopi hitam blusukan,10,19000,190000
"MIE GORENG SOSIS 1 BIJI YA KAK, HARGA RP45500",mie goreng sosis,1,45500,45500
PESAN DONAT TOPPING KACANG 1 HRGANYA 31000,donat topping kacang,1,31000,31000
KAK MINTA 10 PORSI MIE BABAT YA HARGA RP. 38000,mie babat,10,38000,380000
ygy nitip toppoki medium  sosis ya lima porcy aja harga 7 rbu,toppoki medium  sosis,5,7500,37500
"Pesen 4 porsi sosiz mozarella kak, total 86k",sosiz mozarella,4,21500,86000
mau dongg empat opera whole harga 38 ribu,opera whole,4,38000,152000
loh 4 porsi minicake blueberry aja kak harga rp. 16000,minicake blueberry,4,16000,64000
Tiga sinaloa aja kak harga 10000 rb,sinaloa,3,10000,30000
"PESEN 5 BICOPI CHOCOLATE CHESSE KAK, TOTAL 172 RIBU",bicopi chocolate chesse,5,34500,172500
YGY ORDER 3 NASI AYAM POP TOTAL RP102000,nasi ayam pop,3,34000,102000
Pesan bicopi cream chesse sebanyak 1 porsi harga 47000 rb,bicopi cream chesse,1,47000,47000
Sih mau dngg dua french fries bumbu harga 7000 rb,french fries bumbu,2,7000,14000
KAK ADA PENTOL SOSIS? MAU 10 PORSI HARGANYA 40500,pentol sosis,10,40500,405000
BTW 3 PAHIT DINGIN BERAPA KAK?,pahit dingin,3,10000,30000
mau dongg satu fresh milk avocado harga rp. 32500,fresh milk avocado,1,32500,32500
Nitip sate barbar ayam ya dua porsi aja harga 29000,sate barbar ayam,2,29000,58000
LOH PESAN B GULUNG KELAPA MINI SEBANYAK 4 PORSI HARGA RP 17500,b gulung kelapa mini,4,17500,70000
Kak minta 10 porsi special crispy ya harga harga 40k,special crispy,10,40000,400000
Pesan sop kool dan wortel sebanyak 2 hrg 35500,sop kool dan wortel,2,35500,71000
Nitip spaghetti sapi lada hitam ya 5 porsi aja harga 30 rib,spaghetti sapi lada hitam,5,30500,152500
MAU DONGG LIMA PORSI MILO BOBA HARGA 10000 RB,milo boba,5,10000,50000
order enter sandwich lima pcs hrga rp20000,enter sandwich,5,20000,100000
kak minta empat poding telur ya harga rp 17000,poding telur,4,17000,68000
MAU DNGG 2 BIJI DUOBLE JUS JAMBU JERUK HRGA RP4000,duoble jus jambu jeruk,2,4000,8000
Satu dng nasi ayam lava pedas aja kak harga 37500 rb,nasi ayam lava pedas,1,37500,37500
FYI KAK MINTA 1 SAMBAL MATAH YA HARGA RP41000,sambal matah,1,41000,41000
halo kak mau beli 2 porsi nasi goreng bakso hrgnya harganya 47000,nasi goreng bakso,2,47000,94000
ygy kak empat hanetsuki tori gyoza rp 2000 ya,hanetsuki tori gyoza,4,2000,8000
Loh sepuluh nasi octopus aja kak harga rp 25000,nasi octopus,10,25000,250000
Order 4 porsi pink milk total 182000,pink milk,4,45500,182000
mau dongg 1 biji buah kom segar hrga 22 ribu,buah kom segar,1,22000,22000
Kak tiga porcy tambah kuah saos padang harga 27k ya,tambah kuah saos padang,3,27500,82500
Kak ada daun jambu mete muda? mau sepuluh rp 30500,daun jambu mete muda,10,30500,305000
KAK MINTA SEPULUH MOCHACINO DINGIN YA HARGA 14500 RB,mochacino dingin,10,14500,145000
beli coklat tiramisu dulu 5 porsi rp15500,coklat tiramisu,5,15500,77500
nih 5 porsi the lemmy aja kak hrga 17000 rb,the lemmy,5,17000,85000
KAK EMPAT COKLAT 38500 YA,coklat,4,38500,154000
"Xavier snow white bird nest 10 porsi ya kak, harga harga 44k",xavier snow white bird nest,10,44500,445000
kak sepuluh cujo rp 35000 ya,cujo,10,35000,350000
Bly 4 nasi goreng ayam  telur 11 ribu,nasi goreng ayam  telur,4,11000,44000
TOLONG PESANIN 10 PORSI NASI JASIO SIOBAK MANIS DONG HARGA 27K,nasi jasio siobak manis,10,27500,275000
Order dua polo cokelat chip total hrgnya 68000,polo cokelat chip,2,34000,68000
"loh hot red velvet empat ya kak, harga rp. 4000",hot red velvet,4,4000,16000
"pesen 5 porsi nasi karage omahan teriyaki kak, total rp. 22500",nasi karage omahan teriyaki,5,4500,22500
YGY KAK MINTA SATU DONG SOFT PUDDING RED VELVET YA HARGA RP. 11000,soft pudding red velvet,1,11000,11000
Kak minta 1 sosis bakar lada hitam ya harga 37k,sosis bakar lada hitam,1,37000,37000
EMPAT MILKSHAKE SPC STRAWBERRY AJA KAK HARGA RP. 48000,milkshake spc strawberry,4,48000,192000
"mau sepuluh daun ubi kuning segar, 7 ribu kan?",daun ubi kuning segar,10,7500,75000
MAU PESEN SEPULUH ROTI CUPLIS VANILLA DONG,roti cuplis vanilla,10,43000,430000
10 virgin beach berapa kak?,virgin beach,10,43000,430000
btw mau pesen lima blend ice thai tea dong,blend ice thai tea,5,50000,250000
Kak ada hepia bakwan udang? mau 2 biji rp30000,hepia bakwan udang,2,30000,60000
mau pesen 1 biji soto campur telur muda dong,soto campur telur muda,1,29500,29500
NITIP CIKUWA BAKAR YA SEPORCY AJA HARGA 12500 RB,cikuwa bakar,1,12500,12500
bisa gak order 5 porsi bolu gulung blueberry r harga 13500,bolu gulung blueberry r,5,13500,67500
halo kak mau beli 1 nasi soto ayam harganya rp 14500,nasi soto ayam,1,14500,14500
fyi mau pesen 4 porsi mayolover dng,mayolover,4,28000,112000
beli 10 udang goreng 21 ribu,udang goreng,10,21000,210000
Order dua three musketeers total harga 72k,three musketeers,2,36000,72000
hehe tolong pesanin 1 es kelapa jeruk dong 32500 rb,es kelapa jeruk,1,32500,32500
"PESEN 5 TEMPE SAYUR KAK, TOTAL 105 RIBU",tempe sayur,5,21000,105000
pesan regal chocolate 2 biji 34k,regal chocolate,2,34000,68000
sih order mexico coklat keju tiga pcs harga 31k,mexico coklat keju,3,31000,93000
BTW TOLONG PESANIN 10 AVOCOA DONG HARGA 28K,avocoa,10,28000,280000
Tolong peesnin 10 roti kismis kelapa keju donk 24 ribu,roti kismis kelapa keju,10,24500,245000
BELI 10 ICE NESCAFE MOCHA 19K,ice nescafe mocha,10,19500,195000
Halo kak mau beli dua porsi ice milo blend harganya 25000,ice milo blend,2,25000,50000
fyi pesan chocolate brownies bomboloni sebanyak tiga porxi harga harga 12k,chocolate brownies bomboloni,3,12500,37500
Kak ada ifu mie ulang tahun m? mau 5 porsi 14000,ifu mie ulang tahun m,5,14000,70000
Mau dongg 10 porsi rambak harga 43500,rambak,10,43500,435000
Wkwk beli best of chicken burger dulu 10 5000 rb,best of chicken burger,10,5000,50000
"Mau 10 bakso ayam frozen, 46 rib kan?",bakso ayam frozen,10,46000,460000
PSEAN CHICKEN CHOP WITH MUSHROOM SC 1 PORCY 29500,chicken chop with mushroom sc,1,29500,29500
order 2 tambah coklat total rp80000,tambah coklat,2,40000,80000
Kak minta 1 porsi bolu lapis nenas kecil qz ya harga rp22000,bolu lapis nenas kecil qz,1,22000,22000
Bisa gak order 1 aja brown sugar latte regular harga harga 5k,brown sugar latte regular,1,5500,5500
tolong pesanin 2 biji pisang goreng  nutela dong 44000,pisang goreng  nutela,2,44000,88000
"WKWK PESEN 4 PORXI BAKSO EKSTRA JUMBO MEKAR ORIGINAL KAK, TOTAL RP92000",bakso ekstra jumbo mekar original,4,23000,92000
Hehe halo kak mau beli 10 porsi coklat tiramisu harganya 18k,coklat tiramisu,10,18000,180000
order susu susanti cokelat sepuluh pcs harga harga 21k,susu susanti cokelat,10,21500,215000
beli ati rempelo bakar dulu lima rp 5500,ati rempelo bakar,5,5500,27500
Halo kak mau beli 10 gurandil harganya 6k,gurandil,10,6000,60000
"pesen 3 porsi yaki soba chicken kak, total rp. 85500",yaki soba chicken,3,28500,85500
SIH KAK ADA ICE KACANG? MAU 1 AJA RP 16000,ice kacang,1,16000,16000
Btw mau pesen sepuluh mie nyemek dong,mie nyemek,10,15000,150000
Mau pesen tiga porcy cupcakes flower set donk,cupcakes flower set,3,14000,42000
Ygy pesan udang crispy dua 14500,udang crispy,2,14500,29000
"CHOCOLATE BROWNIES SMORES TIGA YA KAK, HARGA HARGANYA 21500",chocolate brownies smores,3,21500,64500
LOH 10 RICE BEEF BLACK PEPPER BERAPA KAK?,rice beef black pepper,10,9500,95000
kak ada matchalover? mau lima porsi rp 42500,matchalover,5,42500,212500
tiga daun singkong ampenan segar aja kak harga 5000 rb,daun singkong ampenan segar,3,5000,15000
4 porsi cake pisang coklat aja kak harga rp41000,cake pisang coklat,4,41000,164000
Loh halo kak mau beli 4 takoyaki mozarella harganya 22k,takoyaki mozarella,4,22500,90000
Tolong pseanin dua beef black pepper rice bowl dong harganya 14500,beef black pepper rice bowl,2,14500,29000
order satu tst hijau total 50000 rb,tst hijau,1,50000,50000
order 4 porsi belut cabe kering total 166 ribu,belut cabe kering,4,41500,166000
FYI BELI SATU NYOKLAT TOPING KEJU RP 30000,nyoklat toping keju,1,30000,30000
belli ifu mie goreng dulu 1 6k,ifu mie goreng,1,6500,6500
NIH MAU PESEN 2 BIJI KJ SAOS PADANG DONG,kj saos padang,2,10500,21000
Wkwk 4 porsi pempek belida aja kak harga 50000,pempek belida,4,50000,200000
BELI LIMA PORSI TAHU BAKSO KUKUS HRGNYA 48000,tahu bakso kukus,5,48000,240000
Mau pesen tiga banana latte hot cold dong,banana latte hot cold,3,38500,115500
bisa gak order empat iced irish latte harga 45 rbu,iced irish latte,4,45500,182000
BELI LIMA PORSI MIE KOREAN SPICY CHICKEN RP 26000,mie korean spicy chicken,5,26000,130000
kak minta satu lumpia salad ya harga harga 8k,lumpia salad,1,8500,8500
bisa gak order 1 porsi gurame goreng terbang harga rp 20000,gurame goreng terbang,1,20000,20000
Beli mie dower goreng  telor dulu empat rp12000,mie dower goreng  telor,4,12000,48000
Nitip hoffen milk ya dua aja harga 21 ribu,hoffen milk,2,21500,43000
beli tiga samyang carbonara rp. 2000,samyang carbonara,3,2000,6000
BELI LIMA PORSI MIE GORENGKUAH TELUR AYAM HARGANYA 31000,mie gorengkuah telur ayam,5,31000,155000
nitip lemon poppy seed muffin ya 4 porsi aja harga 13 ribu,lemon poppy seed muffin,4,13000,52000
pesan chick ocheese in out 4 porsi rp 4500,chick ocheese in out,4,4500,18000
BELI EMPAT ICE COFFEE BROWN SUGAR RP37000,ice coffee brown sugar,4,37000,148000
Sih kak minta 4 pisang bandung ya harga rp 18000,pisang bandung,4,18000,72000
"Sih pesen dua porsi pangsit mie kuah kak, total 8000 rb",pangsit mie kuah,2,4000,8000
Btw order brownies strawberry seporsi pcs harga rp 44000,brownies strawberry,1,44000,44000
nih beli 3 es teh melati 36 rib,es teh melati,3,36000,108000
10 porsi bbq beans aja kak harga harganya 15500,bbq beans,10,15500,155000
tolong pesanin 4 mangga golek dong 40000,mangga golek,4,40000,160000
FYI 1 PORSI CHEESE CHICKEN BURGER BERAPA KAK?,cheese chicken burger,1,3500,3500
"Pesen 10 es kopi buco  cokban kak, total harga 45k",es kopi buco  cokban,10,4500,45000
Loh lima porcy hokkien mie bihun kwetiau berapa kak?,hokkien mie bihun kwetiau,5,29000,145000
pesan ayam geprek cumipotong 4 rp 31000,ayam geprek cumipotong,4,31000,124000
beli ice frappucino dulu empat harganya 40000,ice frappucino,4,40000,160000
Kak 5 porsi cheezy fries 42 ribu ya,cheezy fries,5,42000,210000
seporxi milk candy bob aja kak harga harganya 39000,milk candy bob,1,39000,39000
"mau 5 back to basic with egg, rp 21500 kan?",back to basic with egg,5,21500,107500
empat nasi sate usus ayam berapa kak?,nasi sate usus ayam,4,14500,58000
Kak minta sepuluh roti goreng ranjau ya harga 10500 rb,roti goreng ranjau,10,10500,105000
"BTW MAU SATU KWETIAU GORENG, 48K KAN?",kwetiau goreng,1,48500,48500
sih 10 porsi juice merayu aja kak harga rp 48000,juice merayu,10,48000,480000
BELI 1 AJA FUYUNGHAY AYAM RP 11000,fuyunghay ayam,1,11000,11000
Ygy nitip imut ya 5 aja harga harganya 29000,imut,5,29000,145000
Halo kak mau bly tiga porcy lotus biscoff toast harganya rp 42500,lotus biscoff toast,3,42500,127500
ygy beli dua porsi rhum regal milk 3 ribu,rhum regal milk,2,3000,6000
kak ada sate ceker? mau tiga porsi 20 ribu,sate ceker,3,20000,60000
Tolong pesanin 1 fries cheesy dong 34k,fries cheesy,1,34000,34000
TOLONG PESANIN 3 SOSIS GORENG DONK 28000,sosis goreng,3,28000,84000
Tolong pesanin lima porsi mozarella dng 42k,mozarella,5,42500,212500
kak ada bakso tumpeng lava? mau 10 porsi rp. 43000,bakso tumpeng lava,10,43000,430000
loh pesan emping pedas sebanyak 1 hrga 7 ribu,emping pedas,1,7500,7500
beli lima porsi lontong ikan 39500 rb,lontong ikan,5,39500,197500
FYI NITIP HOT CHOCO HAZELNUT YA SEPULUH AJA HARGA 46500 RB,hot choco hazelnut,10,46500,465000
Ygy nitip pop es taro cincau ya lima porsi aja hrga 43500 rb,pop es taro cincau,5,43500,217500
Loh kak minta 4 porsi chocoball meses ya harga rp. 15500,chocoball meses,4,15500,62000
Tolong pesenin 10 choco peanut dong 7000 rb,choco peanut,10,7000,70000
"Btw pesen 1 chicken spaghetti kak, total 19000",chicken spaghetti,1,19000,19000
KAK TIGA PORSI TAMIE CAP JAY 32K YA,tamie cap jay,3,32000,96000
LOH KAK TIGA PORSI INTEL 26000 YA,intel,3,26000,78000
"Mau seporsi croissant smoked beef, harga 9k kan?",croissant smoked beef,1,9500,9500
"PISANG RAJA SERE SUSU 10 YA KAK, HARGA 2K",pisang raja sere susu,10,2000,20000
"ROTI KACANG MERAH SPECIAL 2 BIJI YA KAK, HARGA 33 RIBU",roti kacang merah special,2,33000,66000
SEPULUH CHICKEN SAUSAGE AJA KAK HARGA RP 20500,chicken sausage,10,20500,205000
Order dua porsi bantal emas medan total harga 15k,bantal emas medan,2,7500,15000
MAU DONKG DUA JAMUR KREZZ HARGA RP50000,jamur krezz,2,50000,100000
Order ice long black sepuluh pcs harga harganya 44500,ice long black,10,44500,445000
Tolong pesanin 2 biji mie spaghetti refftwo dong rp40000,mie spaghetti refftwo,2,40000,80000
Bisa gak order 4 wagyu saikoro hrga 16000 rb,wagyu saikoro,4,16000,64000
Kak 10 fresh milk 38k ya,fresh milk,10,38500,385000
TOLONG PESANIN 3 AJIA KOHI DONG HARGA 39K,ajia kohi,3,39500,118500
Wkwk tolong pseanin 10 porsi tambah kuah dong rp 39500,tambah kuah,10,39500,395000
Kak ada salmon volcano? mau 2 biji rp. 20000,salmon volcano,2,20000,40000
Bisa gak order tiga porsi coffee oreo blend harga rp 42000,coffee oreo blend,3,42000,126000
HALO KAK MAU BELI 10 HOT ESPRESSO HARGANYA 46500,hot espresso,10,46500,465000
halo kak mau beli seporsi ebi harganya 27k,ebi,1,27000,27000
KAK 10 PORSI GENDON CHIKEN KRISPY CHESEE RP27000 YA,gendon chiken krispy chesee,10,27000,270000
Btw halo kak mau beli 4 porsi lucky sunday chocolate hrganya rp. 12000,lucky sunday chocolate,4,12000,48000
Nih kak minta 10 chicken thai with rice ya harga 26 rbu,chicken thai with rice,10,26000,260000
"Pesen 10 porcy daun singkong ampenan segar kak, total 275000",daun singkong ampenan segar,10,27500,275000
fyi tolong pesanin 10 porsi es nutri sarisweet orange dong rp26000,es nutri sarisweet orange,10,26000,260000
"pesen 2 super magic kak, total 79000 rb",super magic,2,39500,79000
"PESEN 10 PORSI SNACK MAPAN KECIL KAK, TOTAL RP. 295000",snack mapan kecil,10,29500,295000
beli thai milk tea c dulu dua porsi 46500,thai milk tea c,2,46500,93000
SIH NITIP THAI TEA SEDANG YA 10 PORSI AJA HARGA RP 9500,thai tea sedang,10,9500,95000
beli satu coffee matcha rp 38500,coffee matcha,1,38500,38500
Mau dngg 5 porsi cokelat wijen susu harga harga 25k,cokelat wijen susu,5,25000,125000
Kak 10 porsi lapis legit special mixfruit kecil rp. 30000 ya,lapis legit special mixfruit kecil,10,30000,300000
"ygy mau lima thai tea coffee, rp46000 kan?",thai tea coffee,5,46000,230000
Peesn ice berry coffee 2 biji rp 37000,ice berry coffee,2,37000,74000
wkwk beli 4 porsi kebab chicken 12 ribu,kebab chicken,4,12000,48000
pesan kerokot segar sebanyak 10 porsi harga rp 43000,kerokot segar,10,43000,430000
Pesen rica rica kuda sumbawa 4 rp 40500,rica rica kuda sumbawa,4,40500,162000
btw order mie hun komplit 10 pcs harga 25k,mie hun komplit,10,25000,250000
bisa gak order 4 ice red velvet harga rp. 9500,ice red velvet,4,9500,38000
Loh kak ada mozpit? mau 10 porcy hrga 20k,mozpit,10,20000,200000
order combo duo spicy 3 pcs hrg harga 45k,combo duo spicy,3,45500,136500
nitip nasi kotak  rendang daging ya 10 aja harga 45 ribu,nasi kotak  rendang daging,10,45000,450000
mau dongg lima ramerame mandhi kambing harga rp21500,ramerame mandhi kambing,5,21500,107500
BISA GAK ORDER SATU ISTIMEWA AYAM HARGA 38500,istimewa ayam,1,38500,38500
Halo kak mau beli 10 porsi puding tiramisu harganya rp. 48500,puding tiramisu,10,48500,485000
"FROZEN TAHU BALIK 10 YA KAK, HRG 47 RIBU",frozen tahu balik,10,47500,475000
10 porcy teh panas aja kak harga harganya 4500,teh panas,10,4500,45000
"PESEN EMPAT BLACK MAMBA NON COFFEE KAK, TOTAL 104K",black mamba non coffee,4,26000,104000
PEESN THAILAND DRINK 1 BIJI HARGANYA 21000,thailand drink,1,21000,21000
"tahu  tempe  terong 1 porsi ya kak, harga harganya 41500",tahu  tempe  terong,1,41500,41500
FYI HALO KAK MAU BELI EMPAT FLUFFY PANDA HARGANYA RP2500,fluffy panda,4,2500,10000
"hehe arena coffee 2 porsi ya kak, harga harganya 16000",arena coffee,2,16000,32000
Ygy mau dngg sepuluh roti bakar bandung ori hrg rp. 12000,roti bakar bandung ori,10,12000,120000
PSEAN MIE KUNING KUAH SATU RP 44500,mie kuning kuah,1,44500,44500
"pesen tiga porsi combo duo cheese kak, total rp. 102000",combo duo cheese,3,34000,102000
Kak 5 mixed dim sum rp 45500 ya,mixed dim sum,5,45500,227500
YGY BELI EMPAT ATI AMPELA GORENG 20500 RB,ati ampela goreng,4,20500,82000
mau dongg 2 porsi frenc fries bbq cheese hrg 9000 rb,frenc fries bbq cheese,2,9000,18000
Pesan daun sintrong 2 10 ribu,daun sintrong,2,10000,20000
"Mau 1 porsi cheese bites, harga 28k kan?",cheese bites,1,28000,28000
nih mau dngg 1 biji lumpia frozen mentah hrga 25000 rb,lumpia frozen mentah,1,25000,25000
BTW HALO KAK MAU BELI 3 SEBLAK SOSIS BASO HARGANYA RP. 29500,seblak sosis baso,3,29500,88500
kak ada corndog choco crunch? mau 3 porsi 49k,corndog choco crunch,3,49000,147000
pesan oh matcha sebanyak 1 harga rp10000,oh matcha,1,10000,10000
ygy halo kak mau beli 1 roti kukus ebi set hrgnya 36k,roti kukus ebi set,1,36500,36500
order sepuluh tst coklat total 375k,tst coklat,10,37500,375000
BTW MAU PESEN 1 PORCY RISOLSMAYO FROZEN DONG,risolsmayo frozen,1,28500,28500
Loh beli bolu lapis panjang lotus crumble dulu 10 49 ribu,bolu lapis panjang lotus crumble,10,49000,490000
Sih mau pesen 4 porsi oreo sundae dong,oreo sundae,4,19000,76000
YGY BELLI TEA JUS DULU 3 PORSI 16000 RB,tea jus,3,16000,48000
Beli kopi marie booster dulu 2 porsi rp 5000,kopi marie booster,2,5000,10000
Kak ada cane kuah kari? mau 10 porsi rp. 18500,cane kuah kari,10,18500,185000
PESAN AYAM BAKAR RICA GARLIC TOAST TIGA 48500 RB,ayam bakar rica garlic toast,3,48500,145500
hehe kak ada choco chesee non boba? mau 10 porsi 46 ribu,choco chesee non boba,10,46000,460000
order palmir dua porsi pcs harga 16 rbu,palmir,2,16500,33000
BISA GAK ORDER 10 SOSIS SAPI KEJU SEDANG HRGA 43000 RB,sosis sapi keju sedang,10,43000,430000
ORDER SATU FRENCH ZONE TOTAL RP 6500,french zone,1,6500,6500
tolong pesanin 10 porsi chicken rogout dong 10500,chicken rogout,10,10500,105000
"PESEN 1 BIJI JUICE MERAYU KAK, TOTAL 11000",juice merayu,1,11000,11000
Btw bisa gak order dua capjay seafood harga harganya 32500,capjay seafood,2,32500,65000
"loh pesen 10 porsi kerang hijau lada hitam kak, total 95000",kerang hijau lada hitam,10,9500,95000
"ICED CAPPUCINO SATU YA KAK, HARGA 29 RIBU",iced cappucino,1,29000,29000
bisa gak order 4 chocolate lucky sundae harga rp 9000,chocolate lucky sundae,4,9000,36000
Hehe seporcy capcay telur extra pedas aja kak harga rp. 11500,capcay telur extra pedas,1,11500,11500
BTW PESAN KUNYIT ASAM 3 HARGANYA 19000,kunyit asam,3,19000,57000
Order 10 daun singkong lodeh total 220 ribu,daun singkong lodeh,10,22000,220000
Beli seporcy brownies kukus besar 29000 rb,brownies kukus besar,1,29000,29000
"Mau sepuluh skb super klenger burger, 40k kan?",skb super klenger burger,10,40500,405000
TOLONG PEESNIN LIMA PORSI THAI TEA MILO DONG HARGA 36K,thai tea milo,5,36000,180000
fyi beli ikan selar segar dulu 3 15000,ikan selar segar,3,15000,45000
wkwk beli mr crush dulu tiga harganya 20500,mr crush,3,20500,61500
mau pesen 1 aja croffel matcha dong,croffel matcha,1,47000,47000
loh mau pesen 10 porsi choco caramel panas dng,choco caramel panas,10,6500,65000
halo kak mau beli 4 porsi extra tabbouleh harganya harga 10k,extra tabbouleh,4,10500,42000
NITIP DOUBLE CHOCO LOAF YA 1 AJA AJA HARGA RP. 4000,double choco loaf,1,4000,4000
"Fyi mau sepuluh udang bakar, harga 38k kan?",udang bakar,10,38500,385000
tolong peesnin 10 coklat keju dong 27500,coklat keju,10,27500,275000
fyi nitip seafood large ya empat aja harga 43 ribu,seafood large,4,43500,174000
hehe nitip nasi goreng dprapatan ya 5 porxi aja harga rp 3500,nasi goreng dprapatan,5,3500,17500
