"text";"orders";"orders_str";"num_items";"grand_total"
"wkwk sosis mozza noodle medium Rp36500";"[{""product"":""sosis mozza noodle medium"",""quantity"":1,""price"":36500,""total_price"":36500}]";"sosis mozza noodle medium:1:36500";"1";"36500"
"wkwk udang crispy Rp30500";"[{""product"":""udang crispy"",""quantity"":1,""price"":30500,""total_price"":30500}]";"udang crispy:1:30500";"1";"30500"
"2 porsi add almond milk rp 26000";"[{""product"":""add almond milk"",""quantity"":2,""price"":26000,""total_price"":52000}]";"add almond milk:2:26000";"1";"52000"
"wkwk 1 nasi goreng kecombrang ayam pete rp 44000 + 5 indomie rendang kribo rp 14000";"[{""product"":""nasi goreng kecombrang ayam pete"",""quantity"":1,""price"":44000,""total_price"":44000},{""product"":""indomie rendang kribo"",""quantity"":5,""price"":14000,""total_price"":70000}]";"nasi goreng kecombrang ayam pete:1:44000|indomie rendang kribo:5:14000";"2";"114000"
"seporsi kripik kaca 22500";"[{""product"":""kripik kaca"",""quantity"":1,""price"":22500,""total_price"":22500}]";"kripik kaca:1:22500";"1";"22500"
"kak biasa ayam 14500 sama corn dog mozarella strawberry rp 8000";"[{""product"":""biasa ayam"",""quantity"":1,""price"":14500,""total_price"":14500},{""product"":""corn dog mozarella strawberry"",""quantity"":1,""price"":8000,""total_price"":8000}]";"biasa ayam:1:14500|corn dog mozarella strawberry:1:8000";"2";"22500"
"teh anget rp 40500 sama 2 kakap asam manis  ekor Rp15000";"[{""product"":""teh anget"",""quantity"":1,""price"":40500,""total_price"":40500},{""product"":""kakap asam manis  ekor"",""quantity"":2,""price"":15000,""total_price"":30000}]";"teh anget:1:40500|kakap asam manis  ekor:2:15000";"2";"70500"
"satu bolu lapis nenas qz Rp25500 + 2 nasi gembung tauco rp 41000";"[{""product"":""bolu lapis nenas qz"",""quantity"":1,""price"":25500,""total_price"":25500},{""product"":""nasi gembung tauco"",""quantity"":2,""price"":41000,""total_price"":82000}]";"bolu lapis nenas qz:1:25500|nasi gembung tauco:2:41000";"2";"107500"
"loyang sedang mix 35000";"[{""product"":""loyang sedang mix"",""quantity"":1,""price"":35000,""total_price"":35000}]";"loyang sedang mix:1:35000";"1";"35000"
"ombre passion fruite rp 38000";"[{""product"":""ombre passion fruite"",""quantity"":1,""price"":38000,""total_price"":38000}]";"ombre passion fruite:1:38000";"1";"38000"
"2 porsi pizzaderman Rp24500 dan 2 porsi choco banana 44500";"[{""product"":""pizzaderman"",""quantity"":2,""price"":24500,""total_price"":49000},{""product"":""choco banana"",""quantity"":2,""price"":44500,""total_price"":89000}]";"pizzaderman:2:24500|choco banana:2:44500";"2";"138000"
"wkwk 1 strawberry latte magic rp 36000";"[{""product"":""strawberry latte magic"",""quantity"":1,""price"":36000,""total_price"":36000}]";"strawberry latte magic:1:36000";"1";"36000"
"wkwk seporsi truffle gyudon us beef Rp29500 sama tiga mie ayam pangsit jakarta rp 40500 sama seporsi nasi manyung rp 15500";"[{""product"":""truffle gyudon us beef"",""quantity"":1,""price"":29500,""total_price"":29500},{""product"":""mie ayam pangsit jakarta"",""quantity"":3,""price"":40500,""total_price"":121500},{""product"":""nasi manyung"",""quantity"":1,""price"":15500,""total_price"":15500}]";"truffle gyudon us beef:1:29500|mie ayam pangsit jakarta:3:40500|nasi manyung:1:15500";"3";"166500"
"wkwk dua roti nana kelapa Rp40000 + pancong nutella l 21000 + abon gulung rp 15500";"[{""product"":""roti nana kelapa"",""quantity"":2,""price"":40000,""total_price"":80000},{""product"":""pancong nutella l"",""quantity"":1,""price"":21000,""total_price"":21000},{""product"":""abon gulung"",""quantity"":1,""price"":15500,""total_price"":15500}]";"roti nana kelapa:2:40000|pancong nutella l:1:21000|abon gulung:1:15500";"3";"116500"
"dorayaki isi coklat 24500";"[{""product"":""dorayaki isi coklat"",""quantity"":1,""price"":24500,""total_price"":24500}]";"dorayaki isi coklat:1:24500";"1";"24500"
"wkwk satu jus apel jumbo rp 7500";"[{""product"":""jus apel jumbo"",""quantity"":1,""price"":7500,""total_price"":7500}]";"jus apel jumbo:1:7500";"1";"7500"
"wkwk butterscoth latte ice 40000 sama 2 mie ayam pangsit jumbo Rp48500 sama tiga smoke beef jumbo Rp7000";"[{""product"":""butterscoth latte ice"",""quantity"":1,""price"":40000,""total_price"":40000},{""product"":""mie ayam pangsit jumbo"",""quantity"":2,""price"":48500,""total_price"":97000},{""product"":""smoke beef jumbo"",""quantity"":3,""price"":7000,""total_price"":21000}]";"butterscoth latte ice:1:40000|mie ayam pangsit jumbo:2:48500|smoke beef jumbo:3:7000";"3";"158000"
"2 porsi cocopandan squash rp 26000 dan iced strawberry cafe latte rp 22000 dan 1 ayam clbk sayap 22500";"[{""product"":""cocopandan squash"",""quantity"":2,""price"":26000,""total_price"":52000},{""product"":""iced strawberry cafe latte"",""quantity"":1,""price"":22000,""total_price"":22000},{""product"":""ayam clbk sayap"",""quantity"":1,""price"":22500,""total_price"":22500}]";"cocopandan squash:2:26000|iced strawberry cafe latte:1:22000|ayam clbk sayap:1:22500";"3";"96500"
"2 porsi otak otak Rp34000 sama roti kukus butter sugar set 20500";"[{""product"":""otak otak"",""quantity"":2,""price"":34000,""total_price"":68000},{""product"":""roti kukus butter sugar set"",""quantity"":1,""price"":20500,""total_price"":20500}]";"otak otak:2:34000|roti kukus butter sugar set:1:20500";"2";"88500"
"kak satu biscuit cream Rp7000";"[{""product"":""biscuit cream"",""quantity"":1,""price"":7000,""total_price"":7000}]";"biscuit cream:1:7000";"1";"7000"
"kak 1 corndog mosis mozarella sosis rp 33000 + seporsi creme brulee souffle rp 14500";"[{""product"":""corndog mosis mozarella sosis"",""quantity"":1,""price"":33000,""total_price"":33000},{""product"":""creme brulee souffle"",""quantity"":1,""price"":14500,""total_price"":14500}]";"corndog mosis mozarella sosis:1:33000|creme brulee souffle:1:14500";"2";"47500"
"kak satu bubur sumsum rp 22500";"[{""product"":""bubur sumsum"",""quantity"":1,""price"":22500,""total_price"":22500}]";"bubur sumsum:1:22500";"1";"22500"
"wkwk satu pizza Rp14000";"[{""product"":""pizza"",""quantity"":1,""price"":14000,""total_price"":14000}]";"pizza:1:14000";"1";"14000"
"wkwk 5 lumpia udang kulit tahu 41500 dan es kopi sendu rp 16500";"[{""product"":""lumpia udang kulit tahu"",""quantity"":5,""price"":41500,""total_price"":207500},{""product"":""es kopi sendu"",""quantity"":1,""price"":16500,""total_price"":16500}]";"lumpia udang kulit tahu:5:41500|es kopi sendu:1:16500";"2";"224000"
"2 cappucino ice Rp41500 sama 4 chocolate loaf rp 2500";"[{""product"":""cappucino ice"",""quantity"":2,""price"":41500,""total_price"":83000},{""product"":""chocolate loaf"",""quantity"":4,""price"":2500,""total_price"":10000}]";"cappucino ice:2:41500|chocolate loaf:4:2500";"2";"93000"
"seporsi bakmi bebek peking 36000";"[{""product"":""bakmi bebek peking"",""quantity"":1,""price"":36000,""total_price"":36000}]";"bakmi bebek peking:1:36000";"1";"36000"
"kak seporsi kari merah sapi 48500";"[{""product"":""kari merah sapi"",""quantity"":1,""price"":48500,""total_price"":48500}]";"kari merah sapi:1:48500";"1";"48500"
"wkwk nasi tempe Rp5500 + seporsi teh hijau tarik panas 41500";"[{""product"":""nasi tempe"",""quantity"":1,""price"":5500,""total_price"":5500},{""product"":""teh hijau tarik panas"",""quantity"":1,""price"":41500,""total_price"":41500}]";"nasi tempe:1:5500|teh hijau tarik panas:1:41500";"2";"47000"
"2 porsi brownies choco marble Rp25000 sama 3 orange jelly rp 20500 sama tiga ketan lupis rp 16500";"[{""product"":""brownies choco marble"",""quantity"":2,""price"":25000,""total_price"":50000},{""product"":""orange jelly"",""quantity"":3,""price"":20500,""total_price"":61500},{""product"":""ketan lupis"",""quantity"":3,""price"":16500,""total_price"":49500}]";"brownies choco marble:2:25000|orange jelly:3:20500|ketan lupis:3:16500";"3";"161000"
"kak telor sosis geprek sambal meringis Rp34000";"[{""product"":""telor sosis geprek sambal meringis"",""quantity"":1,""price"":34000,""total_price"":34000}]";"telor sosis geprek sambal meringis:1:34000";"1";"34000"
"wkwk 4 juice apel Rp23000";"[{""product"":""juice apel"",""quantity"":4,""price"":23000,""total_price"":92000}]";"juice apel:4:23000";"1";"92000"
"dua mojito cherry Rp42000";"[{""product"":""mojito cherry"",""quantity"":2,""price"":42000,""total_price"":84000}]";"mojito cherry:2:42000";"1";"84000"
"wkwk dua bomboloni strawberry rp 3500";"[{""product"":""bomboloni strawberry"",""quantity"":2,""price"":3500,""total_price"":7000}]";"bomboloni strawberry:2:3500";"1";"7000"
"kak 2 otak  otak bakar Rp48500";"[{""product"":""otak  otak bakar"",""quantity"":2,""price"":48500,""total_price"":97000}]";"otak  otak bakar:2:48500";"1";"97000"
"1 ichiban fruity rp 29000 + 5 pop es alpukat cincau 30500";"[{""product"":""ichiban fruity"",""quantity"":1,""price"":29000,""total_price"":29000},{""product"":""pop es alpukat cincau"",""quantity"":5,""price"":30500,""total_price"":152500}]";"ichiban fruity:1:29000|pop es alpukat cincau:5:30500";"2";"181500"
"kak 2 tipis kering coklat susu Rp10500";"[{""product"":""tipis kering coklat susu"",""quantity"":2,""price"":10500,""total_price"":21000}]";"tipis kering coklat susu:2:10500";"1";"21000"
"kak 5 crepes coklat oreo 43500 + 4 red velvet cheese bubble drink rp 22000";"[{""product"":""crepes coklat oreo"",""quantity"":5,""price"":43500,""total_price"":217500},{""product"":""red velvet cheese bubble drink"",""quantity"":4,""price"":22000,""total_price"":88000}]";"crepes coklat oreo:5:43500|red velvet cheese bubble drink:4:22000";"2";"305500"
"wkwk 3 matcha mocha 48500";"[{""product"":""matcha mocha"",""quantity"":3,""price"":48500,""total_price"":145500}]";"matcha mocha:3:48500";"1";"145500"
"lovers rp 8500 dan roti cuplis lemon 41000 dan 2 porsi kitkat full toping reguler rp 38000";"[{""product"":""lovers"",""quantity"":1,""price"":8500,""total_price"":8500},{""product"":""roti cuplis lemon"",""quantity"":1,""price"":41000,""total_price"":41000},{""product"":""kitkat full toping reguler"",""quantity"":2,""price"":38000,""total_price"":76000}]";"lovers:1:8500|roti cuplis lemon:1:41000|kitkat full toping reguler:2:38000";"3";"125500"
"wkwk dua nasi campur komplit rp 10500 dan seporsi cah kangkung terasi rp 32000";"[{""product"":""nasi campur komplit"",""quantity"":2,""price"":10500,""total_price"":21000},{""product"":""cah kangkung terasi"",""quantity"":1,""price"":32000,""total_price"":32000}]";"nasi campur komplit:2:10500|cah kangkung terasi:1:32000";"2";"53000"
"kak soto campur pisah telur mudajeroan Rp16000 + sei sapi ricarica 19000";"[{""product"":""soto campur pisah telur mudajeroan"",""quantity"":1,""price"":16000,""total_price"":16000},{""product"":""sei sapi ricarica"",""quantity"":1,""price"":19000,""total_price"":19000}]";"soto campur pisah telur mudajeroan:1:16000|sei sapi ricarica:1:19000";"2";"35000"
"wkwk 4 hazelnut gelato 41000 + satu brown sugar with fresh milk rp 31000 + tiga es teh manis jumbo rp 27500";"[{""product"":""hazelnut gelato"",""quantity"":4,""price"":41000,""total_price"":164000},{""product"":""brown sugar with fresh milk"",""quantity"":1,""price"":31000,""total_price"":31000},{""product"":""es teh manis jumbo"",""quantity"":3,""price"":27500,""total_price"":82500}]";"hazelnut gelato:4:41000|brown sugar with fresh milk:1:31000|es teh manis jumbo:3:27500";"3";"277500"
"seporsi teri balado masakan rp 4000";"[{""product"":""teri balado masakan"",""quantity"":1,""price"":4000,""total_price"":4000}]";"teri balado masakan:1:4000";"1";"4000"
"wkwk 3 beras ketan putih tape rp 35000";"[{""product"":""beras ketan putih tape"",""quantity"":3,""price"":35000,""total_price"":105000}]";"beras ketan putih tape:3:35000";"1";"105000"
"wkwk seporsi onigiri tuna mayo 5000";"[{""product"":""onigiri tuna mayo"",""quantity"":1,""price"":5000,""total_price"":5000}]";"onigiri tuna mayo:1:5000";"1";"5000"
"wkwk dua lumpia pisang keju susu 31500";"[{""product"":""lumpia pisang keju susu"",""quantity"":2,""price"":31500,""total_price"":63000}]";"lumpia pisang keju susu:2:31500";"1";"63000"
"kak 4 blue ocean 43000 + seporsi tahu kribo 34000";"[{""product"":""blue ocean"",""quantity"":4,""price"":43000,""total_price"":172000},{""product"":""tahu kribo"",""quantity"":1,""price"":34000,""total_price"":34000}]";"blue ocean:4:43000|tahu kribo:1:34000";"2";"206000"
"wkwk satu otako ayam 3500";"[{""product"":""otako ayam"",""quantity"":1,""price"":3500,""total_price"":3500}]";"otako ayam:1:3500";"1";"3500"
"hangang corn dog cadbury rp 46000 dan 2 porsi salmon cheese roll rp 12000";"[{""product"":""hangang corn dog cadbury"",""quantity"":1,""price"":46000,""total_price"":46000},{""product"":""salmon cheese roll"",""quantity"":2,""price"":12000,""total_price"":24000}]";"hangang corn dog cadbury:1:46000|salmon cheese roll:2:12000";"2";"70000"
"wkwk 2 roti sobek coklat rp 35500";"[{""product"":""roti sobek coklat"",""quantity"":2,""price"":35500,""total_price"":71000}]";"roti sobek coklat:2:35500";"1";"71000"
"satu susu aren rp 4500 dan dua egg colours 38000";"[{""product"":""susu aren"",""quantity"":1,""price"":4500,""total_price"":4500},{""product"":""egg colours"",""quantity"":2,""price"":38000,""total_price"":76000}]";"susu aren:1:4500|egg colours:2:38000";"2";"80500"
"wkwk satu black pepper cheese burger Rp48500";"[{""product"":""black pepper cheese burger"",""quantity"":1,""price"":48500,""total_price"":48500}]";"black pepper cheese burger:1:48500";"1";"48500"
"5 corndog mozarella topping tiramisu Rp41500";"[{""product"":""corndog mozarella topping tiramisu"",""quantity"":5,""price"":41500,""total_price"":207500}]";"corndog mozarella topping tiramisu:5:41500";"1";"207500"
"1 spicy combo Rp40500";"[{""product"":""spicy combo"",""quantity"":1,""price"":40500,""total_price"":40500}]";"spicy combo:1:40500";"1";"40500"
"kak satu serat manggis rp 7000";"[{""product"":""serat manggis"",""quantity"":1,""price"":7000,""total_price"":7000}]";"serat manggis:1:7000";"1";"7000"
"seporsi toppoki original 37500";"[{""product"":""toppoki original"",""quantity"":1,""price"":37500,""total_price"":37500}]";"toppoki original:1:37500";"1";"37500"
"kak mozzarella  sosis  kentang rp 44500";"[{""product"":""mozzarella  sosis  kentang"",""quantity"":1,""price"":44500,""total_price"":44500}]";"mozzarella  sosis  kentang:1:44500";"1";"44500"
"kak caramel machiato latte 13000";"[{""product"":""caramel machiato latte"",""quantity"":1,""price"":13000,""total_price"":13000}]";"caramel machiato latte:1:13000";"1";"13000"
"5 wak fen kwetiau Rp4000 sama es teh nyawang lemon Rp22500";"[{""product"":""wak fen kwetiau"",""quantity"":5,""price"":4000,""total_price"":20000},{""product"":""es teh nyawang lemon"",""quantity"":1,""price"":22500,""total_price"":22500}]";"wak fen kwetiau:5:4000|es teh nyawang lemon:1:22500";"2";"42500"
"1 brown sugar boba Rp46000 + tiga lapis kukus taro rp 35500";"[{""product"":""brown sugar boba"",""quantity"":1,""price"":46000,""total_price"":46000},{""product"":""lapis kukus taro"",""quantity"":3,""price"":35500,""total_price"":106500}]";"brown sugar boba:1:46000|lapis kukus taro:3:35500";"2";"152500"
"kak bolen peuyeum keju rp 32500";"[{""product"":""bolen peuyeum keju"",""quantity"":1,""price"":32500,""total_price"":32500}]";"bolen peuyeum keju:1:32500";"1";"32500"
"seporsi kupie coklat blended rp 41500 + 1 rajungan segar Rp41000 + seporsi matcha dessert box Rp48500";"[{""product"":""kupie coklat blended"",""quantity"":1,""price"":41500,""total_price"":41500},{""product"":""rajungan segar"",""quantity"":1,""price"":41000,""total_price"":41000},{""product"":""matcha dessert box"",""quantity"":1,""price"":48500,""total_price"":48500}]";"kupie coklat blended:1:41500|rajungan segar:1:41000|matcha dessert box:1:48500";"3";"131000"
"wkwk 5 kwetiaw sapi 9500";"[{""product"":""kwetiaw sapi"",""quantity"":5,""price"":9500,""total_price"":47500}]";"kwetiaw sapi:5:9500";"1";"47500"
"satu homemade donut lotus 24000 + seporsi pizza petak rp 15500";"[{""product"":""homemade donut lotus"",""quantity"":1,""price"":24000,""total_price"":24000},{""product"":""pizza petak"",""quantity"":1,""price"":15500,""total_price"":15500}]";"homemade donut lotus:1:24000|pizza petak:1:15500";"2";"39500"
"seporsi brownies panggang almond Rp37000";"[{""product"":""brownies panggang almond"",""quantity"":1,""price"":37000,""total_price"":37000}]";"brownies panggang almond:1:37000";"1";"37000"
"wkwk 2 porsi mini blackforest Rp3500 sama 3 pancong blueberry jam rp 23000";"[{""product"":""mini blackforest"",""quantity"":2,""price"":3500,""total_price"":7000},{""product"":""pancong blueberry jam"",""quantity"":3,""price"":23000,""total_price"":69000}]";"mini blackforest:2:3500|pancong blueberry jam:3:23000";"2";"76000"
"kak crinkle cut fries rp 36000 sama tiga skewers enoki 28000";"[{""product"":""crinkle cut fries"",""quantity"":1,""price"":36000,""total_price"":36000},{""product"":""skewers enoki"",""quantity"":3,""price"":28000,""total_price"":84000}]";"crinkle cut fries:1:36000|skewers enoki:3:28000";"2";"120000"
"kak 1 martabak tipker lotus biscoff rp 15000";"[{""product"":""martabak tipker lotus biscoff"",""quantity"":1,""price"":15000,""total_price"":15000}]";"martabak tipker lotus biscoff:1:15000";"1";"15000"
"kak 5 nasi ayam crispy criuk rp 3500 + satu brownies 42000";"[{""product"":""nasi ayam crispy criuk"",""quantity"":5,""price"":3500,""total_price"":17500},{""product"":""brownies"",""quantity"":1,""price"":42000,""total_price"":42000}]";"nasi ayam crispy criuk:5:3500|brownies:1:42000";"2";"59500"
"kak tiga cireng kebun Rp47000";"[{""product"":""cireng kebun"",""quantity"":3,""price"":47000,""total_price"":141000}]";"cireng kebun:3:47000";"1";"141000"
"wkwk 1 caramel choco hot Rp25500";"[{""product"":""caramel choco hot"",""quantity"":1,""price"":25500,""total_price"":25500}]";"caramel choco hot:1:25500";"1";"25500"
"wkwk es strawberry whip love l 14500";"[{""product"":""es strawberry whip love l"",""quantity"":1,""price"":14500,""total_price"":14500}]";"es strawberry whip love l:1:14500";"1";"14500"
"wkwk 4 smoked beef  cheese panini Rp14000";"[{""product"":""smoked beef  cheese panini"",""quantity"":4,""price"":14000,""total_price"":56000}]";"smoked beef  cheese panini:4:14000";"1";"56000"
"wkwk mango magic rp 35000 sama 2 mie gobyoss pentol daging 15000";"[{""product"":""mango magic"",""quantity"":1,""price"":35000,""total_price"":35000},{""product"":""mie gobyoss pentol daging"",""quantity"":2,""price"":15000,""total_price"":30000}]";"mango magic:1:35000|mie gobyoss pentol daging:2:15000";"2";"65000"
"taro milky Rp45500 + 3 cimory squeeze peach 23000";"[{""product"":""taro milky"",""quantity"":1,""price"":45500,""total_price"":45500},{""product"":""cimory squeeze peach"",""quantity"":3,""price"":23000,""total_price"":69000}]";"taro milky:1:45500|cimory squeeze peach:3:23000";"2";"114500"
"wkwk satu marie crusher 42500 + tiga baked salmon mentai Rp14500";"[{""product"":""marie crusher"",""quantity"":1,""price"":42500,""total_price"":42500},{""product"":""baked salmon mentai"",""quantity"":3,""price"":14500,""total_price"":43500}]";"marie crusher:1:42500|baked salmon mentai:3:14500";"2";"86000"
"wkwk dua roti bolognese 11500";"[{""product"":""roti bolognese"",""quantity"":2,""price"":11500,""total_price"":23000}]";"roti bolognese:2:11500";"1";"23000"
"kak 1 vanilla sky Rp36500";"[{""product"":""vanilla sky"",""quantity"":1,""price"":36500,""total_price"":36500}]";"vanilla sky:1:36500";"1";"36500"
"kak 1 kripik tempe goreng Rp6500";"[{""product"":""kripik tempe goreng"",""quantity"":1,""price"":6500,""total_price"":6500}]";"kripik tempe goreng:1:6500";"1";"6500"
"black jasmine 45000";"[{""product"":""black jasmine"",""quantity"":1,""price"":45000,""total_price"":45000}]";"black jasmine:1:45000";"1";"45000"
"kak seporsi rainbow cake rp 40000";"[{""product"":""rainbow cake"",""quantity"":1,""price"":40000,""total_price"":40000}]";"rainbow cake:1:40000";"1";"40000"
"1 nasi ayam rica rica Rp47500 dan 2 porsi margherita medium rp 7000";"[{""product"":""nasi ayam rica rica"",""quantity"":1,""price"":47500,""total_price"":47500},{""product"":""margherita medium"",""quantity"":2,""price"":7000,""total_price"":14000}]";"nasi ayam rica rica:1:47500|margherita medium:2:7000";"2";"61500"
"seporsi sea food medium 43000 + dua chicken double 32000";"[{""product"":""sea food medium"",""quantity"":1,""price"":43000,""total_price"":43000},{""product"":""chicken double"",""quantity"":2,""price"":32000,""total_price"":64000}]";"sea food medium:1:43000|chicken double:2:32000";"2";"107000"
"wkwk seporsi nasi goreng jawa udang Rp44500";"[{""product"":""nasi goreng jawa udang"",""quantity"":1,""price"":44500,""total_price"":44500}]";"nasi goreng jawa udang:1:44500";"1";"44500"
"satu brown sugar coffee ukuran m Rp32500";"[{""product"":""brown sugar coffee ukuran m"",""quantity"":1,""price"":32500,""total_price"":32500}]";"brown sugar coffee ukuran m:1:32500";"1";"32500"
"wkwk combo duo rp 22500 + 1 sumpia Rp21000";"[{""product"":""combo duo"",""quantity"":1,""price"":22500,""total_price"":22500},{""product"":""sumpia"",""quantity"":1,""price"":21000,""total_price"":21000}]";"combo duo:1:22500|sumpia:1:21000";"2";"43500"
"wkwk satu jamur tiram tumis teri 26500";"[{""product"":""jamur tiram tumis teri"",""quantity"":1,""price"":26500,""total_price"":26500}]";"jamur tiram tumis teri:1:26500";"1";"26500"
"kak satu red velvet milktea rp 36500 + 2 risol daging 44000";"[{""product"":""red velvet milktea"",""quantity"":1,""price"":36500,""total_price"":36500},{""product"":""risol daging"",""quantity"":2,""price"":44000,""total_price"":88000}]";"red velvet milktea:1:36500|risol daging:2:44000";"2";"124500"
"sop ampela rp 22500";"[{""product"":""sop ampela"",""quantity"":1,""price"":22500,""total_price"":22500}]";"sop ampela:1:22500";"1";"22500"
"wkwk pepo blossom rp 45500";"[{""product"":""pepo blossom"",""quantity"":1,""price"":45500,""total_price"":45500}]";"pepo blossom:1:45500";"1";"45500"
"bolu sunkist rp 39000";"[{""product"":""bolu sunkist"",""quantity"":1,""price"":39000,""total_price"":39000}]";"bolu sunkist:1:39000";"1";"39000"
"kak seporsi sababay reserve red Rp38500 + 1 telor dadarceplok Rp45500";"[{""product"":""sababay reserve red"",""quantity"":1,""price"":38500,""total_price"":38500},{""product"":""telor dadarceplok"",""quantity"":1,""price"":45500,""total_price"":45500}]";"sababay reserve red:1:38500|telor dadarceplok:1:45500";"2";"84000"
"dua rice sausage rp 7500";"[{""product"":""rice sausage"",""quantity"":2,""price"":7500,""total_price"":15000}]";"rice sausage:2:7500";"1";"15000"
"wkwk penfolds koonunga hill c sauvignon Rp2000 + dua combo duo hot korean bbq rp 9000 + 3 large fries rp 17000";"[{""product"":""penfolds koonunga hill c sauvignon"",""quantity"":1,""price"":2000,""total_price"":2000},{""product"":""combo duo hot korean bbq"",""quantity"":2,""price"":9000,""total_price"":18000},{""product"":""large fries"",""quantity"":3,""price"":17000,""total_price"":51000}]";"penfolds koonunga hill c sauvignon:1:2000|combo duo hot korean bbq:2:9000|large fries:3:17000";"3";"71000"
"kak satu ocean blue 36500";"[{""product"":""ocean blue"",""quantity"":1,""price"":36500,""total_price"":36500}]";"ocean blue:1:36500";"1";"36500"
"wkwk satu fresh milk avocado 28500";"[{""product"":""fresh milk avocado"",""quantity"":1,""price"":28500,""total_price"":28500}]";"fresh milk avocado:1:28500";"1";"28500"
"wkwk ayam didehdarah segar rp 11000";"[{""product"":""ayam didehdarah segar"",""quantity"":1,""price"":11000,""total_price"":11000}]";"ayam didehdarah segar:1:11000";"1";"11000"
"kak cripsy chicken cheese rp 31000";"[{""product"":""cripsy chicken cheese"",""quantity"":1,""price"":31000,""total_price"":31000}]";"cripsy chicken cheese:1:31000";"1";"31000"
"kak satu salad udang dg cumi cumi rp 26500 sama 1 sup shanghai 29000";"[{""product"":""salad udang dg cumi cumi"",""quantity"":1,""price"":26500,""total_price"":26500},{""product"":""sup shanghai"",""quantity"":1,""price"":29000,""total_price"":29000}]";"salad udang dg cumi cumi:1:26500|sup shanghai:1:29000";"2";"55500"
"wkwk seporsi indomie ayam bbq Rp38500 dan 1 stargazing rp 38000";"[{""product"":""indomie ayam bbq"",""quantity"":1,""price"":38500,""total_price"":38500},{""product"":""stargazing"",""quantity"":1,""price"":38000,""total_price"":38000}]";"indomie ayam bbq:1:38500|stargazing:1:38000";"2";"76500"
"cah tauge ikan teri rp 31500";"[{""product"":""cah tauge ikan teri"",""quantity"":1,""price"":31500,""total_price"":31500}]";"cah tauge ikan teri:1:31500";"1";"31500"
"kak seporsi cassavastick rp 44000 sama 5 jeju iced tea rp 45500";"[{""product"":""cassavastick"",""quantity"":1,""price"":44000,""total_price"":44000},{""product"":""jeju iced tea"",""quantity"":5,""price"":45500,""total_price"":227500}]";"cassavastick:1:44000|jeju iced tea:5:45500";"2";"271500"
"wkwk dua mix mini cup cake rp 31000 sama satu tepung beras Rp38500";"[{""product"":""mix mini cup cake"",""quantity"":2,""price"":31000,""total_price"":62000},{""product"":""tepung beras"",""quantity"":1,""price"":38500,""total_price"":38500}]";"mix mini cup cake:2:31000|tepung beras:1:38500";"2";"100500"
"wkwk lasagna rp 48500 + dua kwetiau penang seafood goreng belacan 5500 + 2 porsi es koko krunch large rp 12500";"[{""product"":""lasagna"",""quantity"":1,""price"":48500,""total_price"":48500},{""product"":""kwetiau penang seafood goreng belacan"",""quantity"":2,""price"":5500,""total_price"":11000},{""product"":""es koko krunch large"",""quantity"":2,""price"":12500,""total_price"":25000}]";"lasagna:1:48500|kwetiau penang seafood goreng belacan:2:5500|es koko krunch large:2:12500";"3";"84500"
"kundur lemon Rp19500 + seporsi sobek kentang keju Rp19500";"[{""product"":""kundur lemon"",""quantity"":1,""price"":19500,""total_price"":19500},{""product"":""sobek kentang keju"",""quantity"":1,""price"":19500,""total_price"":19500}]";"kundur lemon:1:19500|sobek kentang keju:1:19500";"2";"39000"
"wkwk 4 es sirup marjan leci Rp44000";"[{""product"":""es sirup marjan leci"",""quantity"":4,""price"":44000,""total_price"":176000}]";"es sirup marjan leci:4:44000";"1";"176000"
"seporsi import beans Rp4000";"[{""product"":""import beans"",""quantity"":1,""price"":4000,""total_price"":4000}]";"import beans:1:4000";"1";"4000"
"kak tiga donut fancy 26500";"[{""product"":""donut fancy"",""quantity"":3,""price"":26500,""total_price"":79500}]";"donut fancy:3:26500";"1";"79500"
"wkwk satu es kawista 5000 sama 2 hot hazlenut latte Rp5000";"[{""product"":""es kawista"",""quantity"":1,""price"":5000,""total_price"":5000},{""product"":""hot hazlenut latte"",""quantity"":2,""price"":5000,""total_price"":10000}]";"es kawista:1:5000|hot hazlenut latte:2:5000";"2";"15000"
"wkwk seporsi telur gulung nuget Rp47000";"[{""product"":""telur gulung nuget"",""quantity"":1,""price"":47000,""total_price"":47000}]";"telur gulung nuget:1:47000";"1";"47000"
"wkwk rice sausage rp 26000";"[{""product"":""rice sausage"",""quantity"":1,""price"":26000,""total_price"":26000}]";"rice sausage:1:26000";"1";"26000"
"wkwk 4 bella cullen Rp29500 dan 2 porsi chicken fillet Rp19000";"[{""product"":""bella cullen"",""quantity"":4,""price"":29500,""total_price"":118000},{""product"":""chicken fillet"",""quantity"":2,""price"":19000,""total_price"":38000}]";"bella cullen:4:29500|chicken fillet:2:19000";"2";"156000"
"kak seporsi original chungkybar 49500";"[{""product"":""original chungkybar"",""quantity"":1,""price"":49500,""total_price"":49500}]";"original chungkybar:1:49500";"1";"49500"
"wkwk seporsi gendar goreng 46000";"[{""product"":""gendar goreng"",""quantity"":1,""price"":46000,""total_price"":46000}]";"gendar goreng:1:46000";"1";"46000"
"kak 3 avocado chocolatea large 28000";"[{""product"":""avocado chocolatea large"",""quantity"":3,""price"":28000,""total_price"":84000}]";"avocado chocolatea large:3:28000";"1";"84000"
